id	start	end	type	head	neclass	person	quote	gender	human	number	cluster	text
416	1748	1749	noun	1749	-	-	O	n	0	pl	416	ons dertienen
417	1748	1748	pronoun	1748	-	1	O	fm	1	pl	198	ons
418	1762	1763	noun	1763	-	-	O	n	0	sg	312	het tooneel
419	1766	1770	noun	1767	-	-	O	-	1	sg	283	de held met zijn stijven
420	1769	1769	pronoun	1769	-	3	O	-	1	sg	283	zijn
421	1774	1776	noun	1776	-	-	O	n	0	sg	421	't verdrukte vaderland
422	1783	1785	noun	1785	-	-	O	n	0	sg	422	de dubbele achterdeur
423	1795	1796	noun	1796	-	-	O	fm	1	sg	326	de persoon
424	1797	1797	pronoun	1797	-	-	O	fm	1	sg	326	die
425	1799	1799	noun	1799	-	-	O	n	0	pl	425	verzen
426	1804	1805	noun	1805	-	-	O	m	1	sg	426	de ander
427	1811	1811	pronoun	1811	-	3	O	m	1	sg	426	hem
428	1812	1813	noun	1813	-	-	O	n	0	sg	428	't rijm
429	1819	1823	noun	1820	-	-	O	m	1	sg	429	de veldheer tot de prinses
430	1822	1823	noun	1823	-	-	O	f	1	sg	430	de prinses
431	1834	1835	noun	1835	-	-	I	n	0	pl	431	de poorten
432	1841	1841	pronoun	1841	-	3	O	m	1	sg	429	hij
433	1847	1847	pronoun	1847	-	3	O	f	1	sg	430	zij
434	1857	1857	pronoun	1857	-	3	I	f	1	sg	430	men
435	1859	1861	noun	1861	-	-	I	n	0	sg	435	het zwaard ontblooten
436	1866	1866	pronoun	1866	-	3	O	f	1	sg	430	zij
437	1872	1873	noun	1873	-	-	O	n	0	sg	437	de poort
438	1879	1879	pronoun	1879	-	3	O	f	1	sg	430	ze
439	1891	1891	pronoun	1891	-	3	O	f	1	sg	430	zij
440	1902	1902	noun	1902	-	-	O	fm	1	sg	274	maat
441	1904	1904	noun	1904	-	-	O	n	0	sg	428	rijm
442	1910	1912	noun	1912	-	-	O	n	0	sg	442	een pure leugen
443	1915	1916	noun	1916	-	-	O	m	1	sg	429	de veldheer
444	1917	1918	noun	1918	-	-	O	f	1	sg	430	de prinses
445	1926	1926	pronoun	1926	-	3	O	f	1	sg	430	ze
446	1930	1931	noun	1931	-	-	O	n	0	sg	446	't poortsluiten
447	1936	1937	noun	1937	-	-	O	n	0	sg	447	't mensch
448	1940	1940	noun	1940	-	-	O	n	0	sg	318	lust
449	1959	1961	noun	1961	-	-	O	n	0	sg	449	die beloonde deugd
450	1969	1969	pronoun	1969	-	1	O	m	1	sg	1	Ik
451	1976	1976	noun	1976	-	-	O	m	1	sg	3	koffie
452	1980	1980	name	1980	MISC	-	O	n	0	sg	42	N
453	1995	1995	pronoun	1995	-	1	O	m	1	sg	1	mij
454	2000	2000	pronoun	2000	-	1	O	m	1	sg	1	ik
455	2001	2004	noun	2004	-	-	O	-	-	sg	85	de goede lieve waarheid
456	2009	2010	noun	2010	-	-	O	n	0	sg	456	Beloonde deugd
457	2017	2018	noun	2018	-	-	O	n	0	sg	372	de deugd
458	2019	2020	noun	2020	-	-	O	n	0	sg	458	een handelsartikel
459	2029	2030	noun	2030	-	-	O	n	0	sg	220	de wereld
460	2045	2046	noun	2046	-	-	O	n	0	sg	460	de verdienste
461	2049	2050	noun	2050	-	-	O	n	0	sg	372	de deugd
462	2056	2060	noun	2058	-	-	O	n	0	pl	462	die infame leugens altijd voorgewend
463	2064	2065	name	2065	PER	-	O	m	1	sg	463	bij-voorbeeld Lukas
464	2067	2068	noun	2068	-	-	O	m	1	sg	464	onze pakhuisknecht
465	2067	2067	pronoun	2067	-	1	O	fm	1	pl	198	onze
466	2070	2070	pronoun	2070	-	-	O	-	-	sg	464	die
467	2073	2078	noun	2074	-	-	O	m	1	sg	135	den vader van Last & Co
468	2076	2078	name	2078	PER	-	O	n	1	pl	194	Last & Co
469	2082	2083	noun	2083	-	-	O	n	0	sg	194	de firma
470	2086	2088	name	2088	PER	-	O	n	1	pl	470	Last & Meijer
471	2091	2092	name	2092	PER	-	O	fm	1	sg	471	de Meijers
472	2103	2105	noun	2105	-	-	O	m	1	sg	1	een deugdzaam man
473	2114	2114	pronoun	2114	-	3	O	m	1	sg	464	hij
474	2118	2119	noun	2119	-	-	O	n	0	sg	474	de kerk
475	2124	2124	pronoun	2124	-	3	O	m	1	sg	464	hij
476	2128	2131	noun	2129	-	-	O	m	1	sg	413	mijn schoonvader te Driebergen
477	2128	2128	pronoun	2128	-	1	O	m	1	sg	1	mijn
478	2131	2131	name	2131	LOC	-	O	n	0	sg	478	Driebergen
479	2135	2135	pronoun	2135	-	3	O	m	1	sg	413	hij
480	2136	2137	noun	2137	-	-	O	mn	-	sg	390	het huis
481	2140	2141	noun	2141	-	-	O	n	0	sg	481	de kas
482	2148	2148	pronoun	2148	-	3	O	m	1	sg	413	hij
483	2150	2151	noun	2151	-	-	O	n	0	sg	483	de Bank
484	2152	2153	noun	2153	-	-	O	n	0	sg	204	zeventien gulden
485	2160	2160	pronoun	2160	-	3	O	m	1	sg	413	hij
486	2162	2162	pronoun	2162	-	3	O	n	1	pl	470	ze
487	2165	2165	pronoun	2165	-	3	O	m	1	sg	413	Hij
488	2180	2180	pronoun	2180	-	3	O	m	1	sg	413	hij
489	2188	2188	pronoun	2188	-	1	O	fm	1	pl	198	ons
490	2192	2192	pronoun	2192	-	1	O	fm	1	pl	198	we
491	2194	2195	noun	2195	-	-	O	n	0	sg	491	jong volk
492	2200	2200	pronoun	2200	-	1	O	m	1	sg	1	ik
493	2202	2203	name	2203	PER	-	O	m	1	sg	463	dien Lukas
494	2210	2210	pronoun	2210	-	3	O	m	1	sg	463	hij
495	2216	2217	noun	2217	-	-	O	m	1	sg	495	een prins
496	2218	2218	pronoun	2218	-	-	O	m	1	sg	495	die
497	2219	2219	pronoun	2219	-	3	O	m	1	sg	463	hem
498	2220	2220	noun	2220	-	-	O	-	-	pl	498	diamanten
499	2224	2225	noun	2225	-	-	O	f	1	sg	499	een fee
500	2226	2226	pronoun	2226	-	-	O	m	1	sg	500	die
501	2227	2227	pronoun	2227	-	3	O	m	1	sg	500	hem
502	2234	2234	pronoun	2234	-	3	O	m	1	sg	500	Hij
503	2243	2243	pronoun	2243	-	3	O	n	0	sg	491	dit
504	2249	2249	pronoun	2249	-	1	O	m	1	sg	1	Ik
505	2251	2251	pronoun	2251	-	3	O	m	1	sg	500	hem
506	2256	2256	pronoun	2256	-	1	O	fm	1	pl	198	we
507	2258	2259	noun	2259	-	-	O	n	0	sg	491	jong volk
508	2266	2266	pronoun	2266	-	1	O	fm	1	pl	198	ons
509	2272	2272	pronoun	2272	-	1	O	m	1	sg	1	ik
510	2276	2277	noun	2277	-	-	O	n	0	sg	460	zijn verdienste
511	2276	2276	pronoun	2276	-	3	O	n	0	sg	491	zijn
512	2280	2280	pronoun	2280	-	3	O	m	1	sg	500	hij
513	2283	2284	noun	2284	-	-	O	n	0	pl	513	zijn ouden
514	2283	2283	pronoun	2283	-	3	O	m	1	sg	500	zijn
515	2304	2305	noun	2305	-	-	O	n	0	sg	515	Gods bedoeling
516	2317	2318	noun	2318	-	-	O	-	-	pl	516	de braven
517	2324	2325	noun	2325	-	-	O	n	0	sg	312	een tooneel
518	2327	2327	pronoun	2327	-	3	O	-	-	pl	516	ze
519	2333	2333	pronoun	2333	-	1	O	m	1	sg	1	Ik
520	2340	2340	pronoun	2340	-	1	O	m	1	sg	1	ik
521	2342	2342	noun	2342	-	-	O	n	0	sg	521	belooning
522	2345	2346	noun	2346	-	-	O	n	0	pl	522	mijn zaken
523	2345	2345	pronoun	2345	-	1	O	m	1	sg	1	mijn
524	2351	2351	pronoun	2351	-	3	O	n	0	sg	521	dit
525	2353	2353	pronoun	2353	-	3	O	n	0	pl	522	ze
526	2356	2357	noun	2357	-	-	O	f	1	sg	190	mijn vrouw
527	2356	2356	pronoun	2356	-	1	O	m	1	sg	1	mijn
528	2359	2359	noun	2359	-	-	O	fm	1	pl	339	kinderen
529	2364	2364	pronoun	2364	-	1	O	m	1	sg	1	ik
530	2369	2369	noun	2369	-	-	O	fm	1	sg	530	dokter
531	2371	2371	noun	2371	-	-	O	m	1	sg	531	apteker
532	2374	2374	pronoun	2374	-	1	O	m	1	sg	1	ik
533	2377	2378	noun	2378	-	-	O	n	0	sg	533	een sommetje
534	2380	2380	noun	2380	-	-	O	-	-	sg	534	ter-zij
535	2383	2383	noun	2383	-	-	O	n	0	sg	380	den
536	2388	2388	name	2388	PER	-	O	m	1	sg	114	Frits
537	2395	2396	noun	2396	-	-	O	n	0	sg	537	mijn plaats
538	2395	2395	pronoun	2395	-	1	O	m	1	sg	1	mijn
539	2400	2400	pronoun	2400	-	1	O	m	1	sg	1	ik
540	2402	2402	name	2402	LOC	-	O	n	0	sg	478	Driebergen
541	2409	2409	pronoun	2409	-	1	O	m	1	sg	1	ik
542	2414	2415	noun	2415	-	-	O	-	-	sg	338	dit alles
543	2417	2419	noun	2419	-	-	O	-	-	sg	338	een natuurlijk gevolg
544	2421	2422	noun	2422	-	-	O	n	0	pl	544	de omstandigheden
545	2426	2426	pronoun	2426	-	1	O	m	1	sg	1	ik
546	2428	2430	noun	2429	-	-	O	n	0	pl	546	de zaken pas
547	2433	2434	noun	2434	-	-	O	n	0	sg	547	mijn deugd
548	2433	2433	pronoun	2433	-	1	O	m	1	sg	1	mijn
549	2436	2436	pronoun	2436	-	1	O	m	1	sg	1	ik
550	2441	2441	pronoun	2441	-	1	O	m	1	sg	1	ik
551	2448	2452	noun	2449	-	-	O	n	0	sg	551	mijn liefde voor de waarheid
552	2448	2448	pronoun	2448	-	1	O	m	1	sg	1	mijn
553	2451	2452	noun	2452	-	-	O	-	-	sg	85	de waarheid
554	2458	2462	noun	2459	-	-	O	n	0	sg	554	mijn gehechtheid aan het geloof
555	2458	2458	pronoun	2458	-	1	O	m	1	sg	1	mijn
556	2461	2462	noun	2462	-	-	O	n	0	sg	174	het geloof
557	2464	2465	noun	2465	-	-	O	n	0	sg	557	mijn hoofdneiging
558	2464	2464	pronoun	2464	-	1	O	m	1	sg	1	mijn
559	2468	2468	pronoun	2468	-	1	O	m	1	sg	1	ik
560	2469	2469	noun	2469	-	-	O	n	0	sg	560	wenschte
561	2470	2470	pronoun	2470	-	3	O	n	0	sg	560	dat
562	2471	2471	pronoun	2471	-	2	O	fm	1	sg	1	ge
563	2476	2476	noun	2476	-	-	O	fm	1	sg	14	lezer
564	2480	2481	noun	2481	-	-	O	n	0	sg	564	de verontschuldiging
565	2484	2488	noun	2485	-	-	O	n	0	sg	565	't schrijven van dit boek
566	2487	2488	noun	2488	-	-	O	n	0	sg	566	dit boek
567	2490	2492	noun	2492	-	-	O	n	0	sg	567	Een tweede neiging
568	2494	2494	pronoun	2494	-	-	O	n	0	sg	567	die
569	2495	2495	pronoun	2495	-	1	O	m	1	sg	1	mij
570	2499	2500	name	2500	MISC	-	O	n	0	both	570	waarheidsliefde beheerscht
571	2503	2507	noun	2504	-	-	O	-	-	sg	571	de hartstocht voor mijn vak
572	2506	2507	noun	2507	-	-	O	n	0	sg	37	mijn vak
573	2506	2506	pronoun	2506	-	1	O	m	1	sg	1	mijn
574	2509	2509	pronoun	2509	-	1	O	fm	1	sg	1	Ik
575	2512	2514	noun	2512	-	-	O	fm	1	sg	1	makelaar in koffie
576	2514	2514	noun	2514	-	-	O	m	1	sg	3	koffie
577	2516	2517	name	2517	PER	-	O	n	0	sg	42	Lauriergracht N
578	2526	2531	noun	2528	-	-	O	n	0	sg	578	mijn onkreukbare liefde voor de waarheid
579	2526	2526	pronoun	2526	-	1	O	m	1	sg	1	mijn
580	2530	2531	noun	2531	-	-	O	-	-	sg	85	de waarheid
581	2535	2539	noun	2536	-	-	O	n	0	sg	581	mijn ijver voor de zaken
582	2535	2535	pronoun	2535	-	1	O	m	1	sg	1	mijn
583	2538	2539	noun	2539	-	-	O	n	0	pl	546	de zaken
584	2542	2542	pronoun	2542	-	2	O	fm	1	sg	1	gij
585	2546	2547	noun	2547	-	-	O	n	0	pl	585	deze bladen
586	2551	2551	pronoun	2551	-	1	O	m	1	sg	1	Ik
587	2553	2553	pronoun	2553	-	2	O	fm	1	sg	1	u
588	2556	2556	pronoun	2556	-	3	O	n	0	sg	581	dit
589	2561	2561	pronoun	2561	-	1	O	m	1	sg	1	ik
590	2564	2565	noun	2565	-	-	O	n	0	sg	590	't oogenblik
591	2566	2568	noun	2566	-	-	O	n	0	sg	591	afscheid van u
592	2568	2568	pronoun	2568	-	2	O	fm	1	sg	1	u
593	2571	2571	pronoun	2571	-	1	O	m	1	sg	1	ik
594	2574	2575	noun	2575	-	-	O	n	0	sg	71	de beurs
595	2578	2578	pronoun	2578	-	1	O	m	1	sg	1	ik
596	2579	2579	pronoun	2579	-	2	O	fm	1	sg	1	u
597	2582	2584	noun	2584	-	-	O	n	0	sg	597	een tweede hoofdstuk
598	2587	2587	noun	2587	-	-	O	-	-	sg	598	weerziens
599	2590	2590	name	2590	PER	-	O	fm	1	sg	599	Eilieve
600	2595	2595	pronoun	2595	-	2	O	fm	1	sg	1	u
601	2599	2601	noun	2601	-	-	O	n	0	sg	601	een kleine moeite
602	2615	2616	noun	2616	-	-	O	n	0	sg	602	een adreskaartje
603	2618	2619	name	2619	PER	-	O	-	1	both	194	Die Co
604	2621	2621	pronoun	2621	-	1	O	m	1	sg	1	ik
605	2624	2625	name	2625	PER	-	O	fm	1	sg	471	de Meijers
606	2630	2632	name	2632	PER	-	O	mn	1	both	413	de oude Last
607	2634	2635	noun	2635	-	-	O	m	1	sg	413	mijn schoonvader
608	2634	2634	pronoun	2634	-	1	O	m	1	sg	1	mijn
609	2640	2642	name	2642	PER	-	O	m	1	sg	194	LAST & Co
610	2647	2649	noun	2647	-	-	O	fm	1	pl	56	MAKELAARS IN koffie
611	2649	2649	noun	2649	-	-	O	m	1	sg	3	koffie
612	2654	2654	noun	2654	-	-	O	-	-	sg	4	Lauriergracht
613	2656	2656	name	2656	MISC	-	O	n	0	sg	42	N
614	2661	2662	noun	2662	-	-	O	n	0	sg	614	TWEEDE HOOFDSTUK
615	2667	2668	noun	2668	-	-	O	n	0	sg	71	de beurs
616	2671	2672	noun	2672	-	-	O	fm	1	sg	616	de voorjaarsveiling
617	2685	2685	pronoun	2685	-	1	O	fm	1	pl	198	ons
618	2689	2691	name	2691	ORG	-	O	n	0	pl	55	Busselinck & Waterman
619	2697	2699	noun	2699	-	-	O	n	0	sg	220	Een vreemde wereld
620	2701	2701	pronoun	2701	-	3	O	fm	1	sg	616	Men
621	2708	2708	pronoun	2708	-	3	O	fm	1	sg	616	men
622	2712	2713	noun	2713	-	-	O	n	0	sg	71	de beurs
623	2717	2717	pronoun	2717	-	2	O	fm	1	sg	1	u
624	2719	2719	pronoun	2719	-	3	O	n	0	pl	55	ze
625	2724	2726	name	2726	PER	-	O	n	0	both	55	Busselinck & Waterman
626	2729	2729	pronoun	2729	-	1	O	m	1	sg	1	ik
627	2731	2731	pronoun	2731	-	1	O	m	1	sg	1	mij
628	2732	2734	name	2734	MISC	-	O	n	0	both	628	Ludwig Stern aftenemen
629	2737	2737	pronoun	2737	-	1	O	m	1	sg	1	ik
630	2741	2741	pronoun	2741	-	2	O	fm	1	sg	1	gij
631	2743	2744	noun	2744	-	-	O	n	0	sg	71	de beurs
632	2749	2749	pronoun	2749	-	1	O	m	1	sg	1	ik
633	2750	2750	pronoun	2750	-	2	O	fm	1	sg	1	u
634	2754	2754	name	2754	PER	-	O	-	1	sg	390	Stern
635	2757	2757	noun	2757	-	-	O	mn	-	sg	390	huis
636	2760	2770	noun	2760	-	-	O	m	1	sg	3	koffie te Hamburg , dat altijd door Last & Co is
637	2762	2762	name	2762	LOC	-	O	n	0	sg	637	Hamburg
638	2764	2764	pronoun	2764	-	3	O	n	0	sg	637	dat
639	2767	2769	name	2769	PER	-	O	n	1	pl	194	Last & Co
640	2777	2777	pronoun	2777	-	1	O	m	1	sg	1	ik
641	2781	2781	pronoun	2781	-	1	O	m	1	sg	1	ik
642	2784	2789	noun	2785	-	-	O	n	0	sg	642	de knoeierij van Busselinck & Waterman
643	2787	2789	name	2789	ORG	-	O	n	0	both	55	Busselinck & Waterman
644	2791	2791	pronoun	2791	-	3	O	fm	1	pl	56	Zij
645	2793	2798	noun	2795	-	-	O	n	0	sg	645	een kwart procent van de courtage
646	2797	2798	noun	2798	-	-	O	n	0	sg	646	de courtage
647	2815	2815	pronoun	2815	-	1	O	m	1	sg	1	ik
648	2819	2820	noun	2820	-	-	O	-	-	sg	648	dien slag
649	2823	2827	noun	2824	-	-	O	n	0	sg	426	Een ander in mijn plaats
650	2826	2827	noun	2827	-	-	O	n	0	sg	537	mijn plaats
651	2826	2826	pronoun	2826	-	1	O	m	1	sg	1	mijn
652	2831	2832	name	2832	PER	-	O	m	1	sg	390	Ludwig Stern
653	2835	2835	pronoun	2835	-	3	O	m	1	sg	390	hij
654	2843	2843	pronoun	2843	-	3	O	m	1	sg	390	hij
655	2846	2854	noun	2846	-	-	O	n	0	sg	655	konsideratie om de langdurige diensten van Last & Co
656	2848	2854	noun	2850	-	-	O	-	-	pl	656	de langdurige diensten van Last & Co
657	2852	2854	name	2854	PER	-	O	n	1	pl	194	Last & Co
658	2856	2856	pronoun	2856	-	1	O	m	1	sg	1	ik
659	2860	2861	noun	2861	-	-	O	n	0	sg	194	de firma
660	2868	2869	noun	2869	-	-	O	n	0	sg	660	vier ton
661	2871	2871	name	2871	PER	-	O	m	1	sg	390	Stern
662	2875	2876	noun	2876	-	-	O	n	0	sg	662	Die konnexie
663	2879	2881	noun	2881	-	-	O	n	0	sg	663	't kontinentaal stelsel
664	2884	2884	pronoun	2884	-	1	O	fm	1	pl	198	wij
665	2885	2885	noun	2885	-	-	O	-	-	sg	665	dekoloniale
666	2886	2886	noun	2886	-	-	O	n	0	pl	666	waren
667	2889	2889	name	2889	LOC	-	O	n	0	both	667	Helgoland
668	2896	2897	noun	2897	-	-	O	n	0	sg	426	'n ander
669	2907	2907	noun	2907	-	-	O	-	-	sg	669	onderkruipen
670	2909	2909	pronoun	2909	-	1	O	m	1	sg	1	ik
671	2912	2912	pronoun	2912	-	1	O	m	1	sg	1	Ik
672	2915	2915	name	2915	LOC	-	O	n	0	both	672	Polen
673	2921	2921	pronoun	2921	-	1	O	m	1	sg	1	me
674	2922	2922	noun	2922	-	-	O	n	0	sg	674	pen
675	2924	2924	noun	2924	-	-	O	n	0	sg	11	papier
676	2930	2933	noun	2933	-	-	O	n	0	sg	676	Dat de groote uitbreiding
677	2930	2932	name	2932	MISC	-	O	n	0	both	677	Dat de groote
678	2934	2934	pronoun	2934	-	-	O	-	-	both	678	die
679	2935	2936	noun	2936	-	-	O	n	0	pl	679	onze zaken
680	2935	2935	pronoun	2935	-	1	O	fm	1	pl	198	onze
681	2945	2946	noun	2946	-	-	O	-	-	sg	681	de vele
682	2947	2950	noun	2948	-	-	O	n	0	pl	682	geëerde orders uit Noord-Duitschland
683	2950	2950	name	2950	LOC	-	O	n	0	both	683	Noord-Duitschland
684	2954	2956	noun	2956	-	-	O	-	-	sg	338	de zuivere waarheid
685	2960	2961	noun	2961	-	-	O	n	0	sg	676	die uitbreiding
686	2962	2966	noun	2963	-	-	O	n	0	sg	686	eenige vermeerdering van ons personeel
687	2965	2966	noun	2966	-	-	O	fm	1	sg	687	ons personeel
688	2965	2965	pronoun	2965	-	1	O	fm	1	pl	198	ons
689	2972	2973	noun	2973	-	-	O	-	-	sg	85	de waarheid
690	2975	2976	name	2975	LOC	-	O	mn	-	sg	690	Gister-avend nog
691	2978	2984	noun	2979	-	-	O	-	-	sg	690	de boekhouder na elven op 't kantoor
692	2981	2984	noun	2981	-	-	O	-	-	pl	692	elven op 't kantoor
693	2983	2984	noun	2984	-	-	O	n	0	sg	412	't kantoor
694	2987	2988	noun	2988	-	-	O	n	0	sg	694	zijn bril
695	2987	2987	pronoun	2987	-	3	O	mn	-	sg	690	zijn
696	2994	2994	pronoun	2994	-	3	O	mn	-	sg	690	zich
697	2995	2996	noun	2996	-	-	O	n	0	sg	697	de behoefte
698	2998	2998	noun	2998	-	-	O	n	0	sg	698	gevoelen
699	3000	3003	noun	3003	-	-	O	fm	1	pl	699	fatsoenlijke , welopgevoede jongelieden
700	3006	3010	noun	3007	-	-	O	n	0	sg	700	de korrespondentie in het duitsch
701	3009	3010	noun	3010	-	-	O	n	0	sg	701	het duitsch
702	3019	3019	name	3019	LOC	-	O	n	0	sg	702	Amsterdam
703	3023	3025	noun	3025	-	-	O	n	0	pl	703	de vereischte bekwaamheden
704	3030	3031	noun	3031	-	-	O	n	0	sg	390	een huis
705	3032	3032	pronoun	3032	-	3	O	n	0	sg	390	dat
706	3033	3033	pronoun	3033	-	3	O	n	0	sg	702	zich
707	3038	3040	noun	3040	-	-	O	-	-	sg	338	de zuivere waarheid
708	3046	3046	noun	3046	-	-	O	-	-	sg	708	ligtzinnigheid
709	3048	3048	noun	3048	-	-	O	n	0	sg	709	onzedelijkheid
710	3058	3060	noun	3060	-	-	O	fm	1	pl	710	het getal fortuinzoekers
711	3067	3068	noun	3068	-	-	O	n	0	sg	711	de noodzakelijkheid
712	3070	3074	noun	3070	-	-	O	n	0	sg	712	soliditeit van gedrag , hand-aan-hand
713	3072	3072	noun	3072	-	-	O	n	0	sg	713	gedrag
714	3074	3074	noun	3074	-	-	O	-	-	sg	714	hand-aan-hand
715	3079	3082	noun	3079	-	-	O	n	0	sg	712	soliditeit in de uitvoering
716	3081	3082	noun	3082	-	-	O	n	0	sg	716	de uitvoering
717	3085	3087	noun	3087	-	-	O	n	0	pl	682	de gegeven orders
718	3092	3094	noun	3094	-	-	O	n	0	sg	718	waarachtig , alles
719	3095	3097	noun	3097	-	-	O	-	-	sg	338	de zuivere waarheid
720	3101	3103	noun	3103	-	-	O	n	0	sg	390	zulk een huis
721	3105	3105	pronoun	3105	-	1	O	m	1	sg	1	ik
722	3107	3109	name	3109	PER	-	O	n	1	pl	194	Last & Co
723	3111	3113	noun	3111	-	-	O	fm	1	pl	56	makelaars in koffie
724	3113	3113	noun	3113	-	-	O	m	1	sg	3	koffie
725	3115	3115	noun	3115	-	-	O	-	-	sg	4	Lauriergracht
726	3116	3117	name	3117	-	-	O	n	0	-	726	N °
727	3116	3116	name	3116	-	-	O	n	0	sg	42	N
728	3121	3123	noun	3123	-	-	O	n	0	sg	236	omzichtig genoeg wezen
729	3126	3129	noun	3127	-	-	O	n	0	sg	729	het engageeren van sujetten
730	3129	3129	noun	3129	-	-	O	-	-	sg	730	sujetten
731	3131	3132	noun	3132	-	-	O	n	0	sg	338	Dit alles
732	3134	3136	noun	3136	-	-	O	n	0	sg	338	de zuivere waarheid
733	3141	3141	pronoun	3141	-	2	O	fm	1	sg	1	ge
734	3145	3147	name	3147	PER	-	O	-	-	sg	734	de jonge Duitscher
735	3149	3149	pronoun	3149	-	-	O	fm	1	sg	734	die
736	3151	3155	noun	3152	-	-	O	n	0	sg	71	de beurs bij pilaar 17
737	3158	3158	noun	3158	-	-	O	fm	1	sg	734	weggeloopen
738	3161	3166	noun	3162	-	-	O	f	1	sg	190	de dochter van Busselinck & Waterman
739	3164	3166	name	3166	ORG	-	O	n	0	both	55	Busselinck & Waterman
740	3168	3169	name	3169	PER	-	O	f	1	sg	740	Onze Marie
741	3168	3168	pronoun	3168	-	1	O	fm	1	pl	198	Onze
742	3173	3175	noun	3173	-	-	O	f	1	sg	740	dertien in September
743	3175	3175	name	3175	MISC	-	O	n	0	sg	743	September
744	3179	3179	pronoun	3179	-	1	O	m	1	sg	1	ik
745	3180	3181	noun	3181	-	-	O	n	0	sg	745	de eer
746	3185	3187	name	3187	PER	-	O	-	-	sg	746	den heer Saffeler
747	3191	3191	name	3191	PER	-	O	mn	-	sg	746	Saffeler
748	3194	3194	name	3194	ORG	-	O	mn	-	sg	390	Stern
749	3196	3196	pronoun	3196	-	3	O	mn	-	sg	390	dat
750	3197	3201	noun	3199	-	-	O	fm	1	sg	750	de geachte chef der firma
751	3200	3201	noun	3201	-	-	O	n	0	sg	194	der firma
752	3203	3206	name	3206	PER	-	O	m	1	sg	390	de heer Ludwig Stern
753	3208	3209	noun	3209	-	-	O	m	1	sg	753	een zoon
754	3212	3215	name	3215	PER	-	O	m	1	sg	390	den heer Ernest Stern
755	3217	3217	pronoun	3217	-	-	O	-	-	both	755	die
756	3219	3220	noun	3219	-	-	O	-	-	sg	756	volmaking zijner
757	3220	3220	pronoun	3220	-	3	O	mn	-	sg	746	zijner
758	3221	3222	noun	3222	-	-	O	-	-	sg	758	kommercieele kennis
759	3224	3225	noun	3224	-	-	O	-	-	sg	759	eenigen tijd
760	3227	3228	noun	3228	-	-	O	n	0	sg	760	een hollandsch
761	3229	3231	name	3231	PER	-	O	n	0	sg	761	huis wenschte geëmploieerd
762	3236	3236	pronoun	3236	-	1	O	m	1	sg	1	ik
763	3244	3244	pronoun	3244	-	1	O	m	1	sg	1	ik
764	3252	3259	noun	3253	-	-	O	n	0	sg	764	de geschiedenis der dochter van Busselinck & Waterman
765	3254	3259	noun	3255	-	-	O	f	1	sg	190	der dochter van Busselinck & Waterman
766	3257	3259	name	3259	ORG	-	O	n	0	pl	55	Busselinck & Waterman
767	3277	3277	pronoun	3277	-	1	O	m	1	sg	1	mijn
768	3287	3287	pronoun	3287	-	3	O	n	0	pl	55	ze
769	3292	3292	pronoun	3292	-	1	O	m	1	sg	1	me
770	3296	3296	pronoun	3296	-	1	O	m	1	sg	1	ik
771	3298	3299	noun	3299	-	-	O	n	0	sg	771	het oog
772	3306	3309	name	3309	PER	-	O	n	0	sg	390	den heer Ernest Stern
773	3314	3319	name	3316	MISC	-	O	n	0	sg	700	de duitsche korrespondentie van ons huis
774	3318	3319	noun	3319	-	-	O	n	0	sg	390	ons huis
775	3318	3318	pronoun	3318	-	1	O	fm	1	pl	198	ons
776	3322	3322	noun	3322	-	-	O	n	0	sg	776	kiesheid
777	3324	3324	pronoun	3324	-	1	O	m	1	sg	1	ik
778	3328	3328	noun	3328	-	-	O	n	0	sg	778	honorarium
779	3330	3330	noun	3330	-	-	O	n	0	sg	779	salaris
780	3333	3333	pronoun	3333	-	1	O	m	1	sg	1	ik
781	3341	3344	name	3344	PER	-	O	m	1	sg	390	de heer Ernest Stern
782	3345	3349	noun	3346	-	-	O	n	0	sg	782	het verblijf ten onzen huize
783	3348	3349	noun	3349	-	-	O	n	0	sg	783	onzen huize
784	3348	3348	pronoun	3348	-	1	O	m	1	sg	1	onzen
785	3351	3352	name	3352	PER	-	O	fm	1	sg	42	Lauriergracht N
786	3361	3362	noun	3362	-	-	O	f	1	sg	190	mijn vrouw
787	3361	3361	pronoun	3361	-	1	O	m	1	sg	1	mijn
788	3363	3363	pronoun	3363	-	3	O	-	-	sg	390	zich
789	3367	3368	noun	3368	-	-	O	f	1	sg	370	een moeder
790	3370	3370	pronoun	3370	-	3	O	m	1	sg	390	hem
791	3376	3379	noun	3377	-	-	O	n	0	sg	791	zijn linnengoed in huis
792	3376	3376	pronoun	3376	-	3	O	m	1	sg	390	zijn
793	3379	3379	noun	3379	-	-	O	n	0	sg	390	huis
794	3384	3384	pronoun	3384	-	3	O	n	0	sg	338	Dit
795	3386	3388	noun	3388	-	-	O	n	0	sg	338	de zuivere waarheid
796	3391	3391	name	3391	PER	-	O	f	1	sg	740	Marie
797	3403	3403	pronoun	3403	-	1	O	fm	1	pl	198	ons
798	3404	3405	name	3405	LOC	-	O	m	1	sg	96	de Heer
799	3412	3412	pronoun	3412	-	3	O	f	1	sg	740	Die
800	3414	3414	pronoun	3414	-	3	O	m	1	sg	96	hij
801	3416	3417	noun	3417	-	-	O	n	0	sg	801	zijn zak
802	3416	3416	pronoun	3416	-	3	O	m	1	sg	96	zijn
