id	gender	human	number	size	firstmention	mentions	label
1266	n	0	pl	1	1266	1266	latere kermissen
1268	n	0	sg	1	1268	1268	zijn kraam
1274	n	0	pl	1	1274	1274	wijsgeerige opmerkingen
1283	n	0	pl	1	1283	1283	vlechten
1286	-	-	sg	1	1286	1286	die winkelkast
1292	-	-	pl	2	1292	1292,1293	ontevreden menschen
1294	m	1	pl	1	1294	1294	mijn vrienden
1305	n	0	sg	1	1305	1305	het weerzien van dien persoon
1315	n	0	sg	1	1315	1315	een mensch op let
1316	n	0	sg	1	1316	1316	let
1317	-	-	sg	1	1317	1317	die zoo'n
1325	n	0	sg	1	1325	1325	gesprek
1328	n	0	sg	1	1328	1328	zijn jasje
1330	n	0	sg	1	1330	1330	de kin
1331	n	0	sg	1	1331	1331	een zeer slecht merk
1333	n	0	sg	1	1333	1333	den toon van ons onderhoud
1334	n	0	sg	1	1334	1334	ons onderhoud
1339	n	0	sg	2	1339	1339,1340	Indie
1345	-	-	sg	7	1345	1345,1358,1365,1351,1816,1390,1359	de Kapelsteeg
1347	n	0	sg	1	1347	1347	die steeg
1354	n	0	sg	2	1354	1354,1355	dat straatje
1360	fm	1	sg	4	1360	1360,1362,1363,1364	me
1361	fm	1	sg	1	1361	1361	u
1367	n	0	sg	2	1367	1387,1367	een knoop van mijn jas
1368	n	0	sg	2	1368	1368,1412	mijn jas
1372	fm	1	sg	1	1372	1372	ik
1373	fm	1	sg	1	1373	1373	u
1375	n	0	sg	1	1375	1375	een rilling door de leden
1376	fm	1	pl	1	1376	1376	de leden
1392	n	0	sg	4	1392	1392,1627,1628,2294	fatsoen
1395	n	0	sg	1	1395	1395	DERDE HOOFDSTUK
1400	-	-	sg	1	1400	1400	de beschrijving
1409	n	0	sg	1	1409	1409	een schoolkameraad die een sjaal draagt in plaats van een jas
1410	-	-	sg	1	1410	1410	die
1413	-	-	sg	1	1413	1413	die
1417	n	0	pl	1	1417	1417	kramen
1420	n	0	sg	14	1420	1634,2310,1638,1737,1420,1804,2160,1586,1587,1748,2267,2238,1822,2239	een groot pak
1430	-	-	sg	1	1430	1430	ten-uwent
1431	n	0	sg	2	1431	1944,1431	het doel
1433	n	0	sg	3	1433	1624,1433,1437	een verzoek
1443	n	0	sg	1	1443	1443	gebruik
1444	n	0	sg	1	1444	1444	uw krediet
1445	fm	1	both	1	1445	1445	uw
1447	fm	1	sg	5	1447	1458,1459,1447,1448,1451	tot-stand
1450	n	0	sg	1	1450	1450	groot gewicht
1452	n	0	sg	1	1452	1452	een order op de voorjaarsveiling
1454	n	0	pl	1	1454	1454	velerlei omstandigheden
1456	n	1	pl	1	1456	1456	't oogenblik eenigszins
1461	f	1	sg	1	1461	1461	mijn lieve vrouw
1463	fm	1	sg	10	1463	1504,1476,1478,1482,1485,1493,1463,1498,1502,1471	veraangenaming des levens
1464	n	0	sg	2	1464	1464,1472	des levens
1467	n	0	sg	1	1467	1467	een geldelijk oog
1468	-	-	sg	1	1468	1468	zooals
1470	-	-	sg	1	1470	1470	wenschen
1473	n	0	sg	1	1473	1473	Opvoeding van de kinderen
1477	f	1	sg	1	1477	1477	zijn vrouw
1479	n	0	sg	1	1479	1479	een loge in de Opera
1480	n	0	sg	1	1480	1480	de Opera
1481	fm	1	pl	1	1481	1481	zijn kinderen op een instituut
1483	n	0	sg	1	1483	1483	een instituut
1484	n	0	sg	1	1484	1484	Genève
1486	n	0	sg	1	1486	1486	een vliering
1495	n	0	sg	1	1495	1495	den zotten toon van zijn geschrijf
1496	n	0	sg	1	1496	1496	zijn geschrijf
1500	n	0	sg	1	1500	1500	de maatschappij
1501	n	0	sg	1	1501	1501	Gods wil
1505	-	-	sg	1	1505	1505	die opsiering van de zaak
1508	n	0	sg	1	1508	1508	de verplichting
1509	n	0	sg	1	1509	1509	rust
1510	n	0	pl	1	1510	1510	de behoeften der mijnen
1511	n	0	pl	1	1511	1511	der mijnen
1513	n	0	sg	2	1513	1513,1514	talent
1520	n	0	sg	1	1520	1520	mijn kindsheid
1523	n	0	pl	1	1523	1523	mijn aandoeningen
1525	n	0	pl	1	1525	1525	verzen
1527	n	0	sg	1	1527	1527	dagelijks neder
1528	n	0	sg	3	1528	1528,1867,1864	mijn ziel
1532	n	0	pl	2	1532	1532,1533	eenige opstellen
1534	n	0	sg	2	1534	2328,1534	waarde
1536	n	0	sg	4	1536	1536,1537,1538,1831	een uitgever
1541	-	-	sg	1	1541	1541	de uitgevers beoordeelen
1544	n	0	sg	2	1544	1544,2218	naam van den schrijver
1545	fm	1	sg	5	1545	2359,1545,2362,2363,2366	den schrijver
1546	n	0	sg	2	1546	1546,2309	den inhoud
1547	-	-	sg	1	1547	1547	Juist zooals
1549	m	1	sg	3	1549	1573,1851,1549	de koffie naar de renommee van de merken
1550	n	0	sg	1	1550	1550	de renommee van de merken
1551	n	0	pl	1	1551	1551	de merken
1553	n	0	sg	1	1553	1553	mijn werk
1556	n	0	sg	1	1556	1556	de uitgave
1557	fm	1	pl	2	1557	1560,1557	de boekhandelaars
1558	n	0	sg	1	1558	1558	de betaling van drukloon , enz. vooruit
1559	n	0	sg	1	1559	1559	drukloon
1561	n	0	sg	2	1561	1561,1778	groot gelijk
1565	n	0	sg	1	1565	1565	mijn arbeid
1567	n	0	pl	2	1567	1579,1567	de kosten
1568	n	0	sg	1	1568	1568	mijn woord
1571	n	0	sg	1	1571	1571	onze ontmoeting van voorgisteren
1574	n	0	sg	1	1574	1574	het besluit
1578	fm	1	sg	1	1578	1578	een boekhandelaar
1580	n	0	sg	1	1580	1580	eener eerste uitgave
1581	n	0	sg	1	1581	1581	een klein boekdeeltje
1583	n	0	sg	1	1583	1583	de keus van die eerste proeve
1584	n	0	sg	1	1584	1584	die eerste proeve
1588	m	1	sg	2	1588	1592,1588	hiernevens
1594	-	-	sg	1	1594	1594	geheel-en-al
1595	n	0	sg	1	1595	1595	gebrek aan indrukken
1596	n	0	pl	1	1596	1596	indrukken
1598	n	0	sg	1	1598	1598	afwachting van een vriendelijk antwoord
1599	n	0	sg	1	1599	1599	een vriendelijk antwoord
1600	fm	1	both	3	1600	1600,1602,1605	ik
1603	fm	1	both	1	1603	1603	uw
1604	n	0	sg	2	1604	1604,1606	zijn naam
1609	n	0	sg	1	1609	1609	opspraak
1610	fm	1	sg	2	1610	1610,1613	Waarde lezer
1616	n	0	pl	1	1616	1616	verzen
1626	n	0	sg	1	1626	1626	deftigheid
1637	n	0	sg	1	1637	1637	zijn adres
1643	n	0	sg	2	1643	1673,1643	krans bij de Rosemeijers
1644	n	0	pl	7	1644	1693,2153,2154,1644,1645,1694,1695	de Rosemeijers
1646	n	0	sg	3	1646	1696,2155,1646	suiker
1650	n	0	sg	3	1650	1650,1770,1772	een jong mensch
1656	n	0	sg	1	1656	1656	piano
1657	n	0	sg	2	1657	1657,1690	't dessert
1659	-	-	pl	1	1659	1659	elkaar
1660	n	0	sg	1	1660	1660	dat
1661	n	0	sg	1	1661	1661	de voorkamer
1663	n	0	sg	1	1663	1663	't gentsch whisten
1665	f	1	sg	8	1665	1680,1665,1795,1700,1669,1685,1667,1676	Louise
1666	f	1	sg	6	1666	1666,1699,2180,2182,2199,1692	Betsij Rosemeijer
1679	n	0	sg	1	1679	1679	een hartig woordje
1682	fm	1	sg	1	1682	1682	Ik
1688	f	1	sg	3	1688	1688,2046,2047	de vrouw van 't huis
1691	n	0	sg	1	1691	1691	een aardigheidje
1697	n	0	sg	1	1697	1697	aandeel in een schip
1698	n	0	sg	1	1698	1698	een schip
1702	n	0	sg	2	1702	1704,1702	een dacapo aan Frits
1705	n	0	sg	1	1705	1705	een kalkoen
1710	n	0	sg	1	1710	1710	zijn repertoire op een haar
1712	n	0	sg	1	1712	1712	een haar
1713	-	-	sg	1	1713	1713	de godenbruiloft
1714	n	0	pl	1	1714	1714	de boeken van het Oude-Testament op rijm
1715	n	0	sg	1	1715	1715	het Oude-Testament
1717	n	0	sg	1	1717	1717	een epizode uit de bruiloft
1718	n	0	sg	1	1718	1718	de bruiloft
1719	-	-	sg	2	1719	1720,1719	Kamacho
1726	-	-	pl	2	1726	1736,1726	tranen
1728	n	0	sg	1	1728	1728	een raadsel
1741	n	0	both	2	1741	1741,1743	een neuswijsheid
1742	n	0	sg	1	1742	1742	een sentimentaliteit
1754	-	-	sg	1	1754	1754	die
1756	-	-	sg	1	1756	1756	die
1757	n	0	pl	1	1757	1757	zijn zaken
1765	n	0	sg	6	1765	2225,2178,2227,1765,1766,1803	een ding
1767	n	0	sg	1	1767	1767	nonsens
1768	-	-	sg	1	1768	1768	aan-één
1769	m	1	sg	5	1769	1780,1783,1769,1773,1775	aan-een
1774	f	1	sg	2	1774	1777,1774	zijn meisje
1781	n	0	sg	1	1781	1781	weerwil hiervan
1784	-	-	pl	1	1784	1784	deze laatste drie regels
1787	n	0	sg	1	1787	1787	een broodje met kaas
1788	f	1	sg	1	1788	1788	kaas
1789	n	0	pl	1	1789	1789	twee peren
1791	n	0	sg	1	1791	1791	het orberen van de derde
1792	n	0	sg	1	1792	1792	de derde
1794	n	0	sg	4	1794	1849,1794,1850,1846	die vertelling
1796	f	1	pl	1	1796	1796	de dames
1798	-	-	both	1	1798	1798	die
1809	-	-	sg	1	1809	1809	de heeren
1810	n	0	sg	1	1810	1810	mijn huis
1821	n	0	pl	1	1821	1821	andere dingen
1823	n	0	sg	3	1823	2460,2461,1823	een-en-ander
1825	-	-	pl	1	1825	1825	de Koffiveilingen van de Handelmaatschappij
1826	-	-	sg	1	1826	1826	de Handelmaatschappij
1841	n	0	pl	1	1841	1841	mijn aanmerkingen
1847	n	0	sg	1	1847	1847	de buurt van Padang
1848	n	0	sg	1	1848	1848	Padang
1854	n	0	sg	1	1854	1854	't land
1856	n	0	pl	2	1856	1856,2085	mijn eerste tranen
1859	-	-	sg	1	1859	1859	opwies aan uw hand
1860	n	0	sg	1	1860	1860	uw hand
1861	fm	1	both	1	1861	1861	uw
1862	-	-	sg	1	1862	1862	uw moedertrouw der ziel
1863	fm	1	both	1	1863	1863	uw
1865	m	1	sg	2	1865	1865,1868	den knaap
1866	n	0	pl	1	1866	1866	haar zorgen
1869	m	1	sg	3	1869	1869,1870,1871	liefdrijk
1873	n	0	pl	1	1873	1873	de banden
1874	n	0	pl	1	1874	1874	Die ons
1875	n	0	sg	1	1875	1875	wreed van-een
1877	n	0	pl	1	1877	1877	vreemde stranden
1883	n	0	sg	1	1883	1883	vreugd
1884	n	0	sg	2	1884	1992,1884	verdriet
1885	n	0	sg	1	1885	1885	twijfel aan de liefde
1887	n	0	sg	10	1887	2018,2083,1965,1902,1903,2033,2034,2003,2012,1887	het hart uws zoons
1888	m	1	pl	1	1888	1888	uws zoons
1889	n	0	sg	1	1889	1889	twee paar jaren
1891	n	0	sg	1	1891	1891	den oever
1893	n	0	sg	1	1893	1893	't schoone
1896	n	0	sg	2	1896	1896,1899	het heden
1898	-	-	sg	1	1898	1898	Die
1900	n	0	sg	1	1900	1900	mijn schreên
1904	n	0	sg	2	1904	1904,1905	een uitweg
1906	m	1	sg	2	1906	1906,1910	sints 't laatst
1907	n	0	sg	1	1907	1907	ons onttogen
1909	n	0	sg	1	1909	1909	een schim
1911	n	0	pl	1	1911	1911	Diepe , diepe sporen
1913	n	0	sg	2	1913	1913,1990	vreugde
1914	n	0	both	1	1914	1914	smart met-één
1921	n	0	sg	1	1921	1921	levensheil
1924	n	0	sg	4	1924	1928,2064,1924,2060	't gelooven
1925	n	0	sg	4	1925	2061,1925,1926,2062	den Hemel
1929	fm	1	sg	2	1929	1929,2065	uw kind
1930	fm	1	both	1	1930	1930	uw
1939	n	0	sg	1	1939	1939	een eerekroon
1940	n	0	sg	1	1940	1940	een eindloon van mijn streven
1945	-	-	pl	2	1945	1945,1947	Zalig door den reinen
1949	mn	-	sg	2	1949	1949,1951	Die
1950	n	0	sg	1	1950	1950	Zijn gunst
1953	n	0	sg	1	1953	1953	een traan in de oogen
1956	n	0	sg	2	1956	1956,2166	godsdienst
1957	n	0	sg	2	1957	2001,1957	't gemoed
1959	-	1	sg	4	1959	1960,1986,1996,1959	Hoogen
1963	n	0	sg	1	1963	1963	Onrust
1966	n	0	sg	2	1966	1966,1967	de smart
1969	n	0	sg	1	1969	1969	't week gemoed
1972	n	0	sg	1	1972	1972	leed
1974	n	0	sg	2	1974	1981,1974	genot
1975	n	0	sg	1	1975	1975	't heil
1977	n	0	sg	1	1977	1977	me gif
1979	n	0	sg	1	1979	1979	wee
1988	n	0	sg	1	1988	1988	ramp
1989	-	-	pl	1	1989	1989	onspoedsslagen
1997	n	0	sg	1	1997	1997	dàt beeld
2002	n	0	sg	1	2002	2002	een onwaardeerbaar goed
2004	n	0	pl	1	2004	2004	mijn zinnen
2007	n	0	sg	1	2007	2007	de laatste snik van 't leven
2008	n	0	sg	2	2008	2008,2088	Me in een beter vaderland
2009	n	0	sg	1	2009	2009	een beter vaderland
2010	n	0	sg	1	2010	2010	Eind'lijk haar
2013	n	0	sg	2	2013	2013,2014	min
2016	fm	1	sg	3	2016	2016,2032,2035	't Kind
2019	-	-	sg	1	2019	2019	staam'len
2020	n	0	sg	1	2020	2020	de moederborst
2021	n	0	sg	1	2021	2021	den moederschoot
2022	n	0	sg	1	2022	2022	't Eerste vocht
2023	n	0	sg	1	2023	2023	den dorst
2024	n	0	sg	2	2024	2024,2411	't Eerste licht in moederoogen
2025	-	-	sg	1	2025	2025	moederoogen
2026	-	-	sg	1	2026	2026	die
2027	n	0	sg	1	2027	2027	Vaster harten
2028	n	0	sg	1	2028	2028	de band
2031	n	0	sg	2	2031	2044,2031	't moederhart
2036	n	0	sg	2	2036	2036,2037	het schoon
2038	n	0	sg	1	2038	2038	Dat
2040	n	0	pl	1	2040	2040	doornen
2041	fm	1	sg	1	2041	2041	Zou
2042	n	0	sg	1	2042	2042	datzelfde hart
2043	-	-	sg	1	2043	2043	de trouw
2048	n	0	pl	1	2048	2048	mijn eerste kinderkreten
2050	n	0	sg	1	2050	2050	't bezorgd gemoed
2051	-	-	sg	1	2051	2051	Die
2054	n	0	pl	1	2054	2054	Traantjes van de wangen
2055	n	0	pl	1	2055	2055	de wangen
2056	fn	-	sg	2	2056	2056,2059	Die
2058	n	0	sg	1	2058	2058	haar bloed
2066	fm	1	both	1	2066	2066	uw
2069	n	0	sg	1	2069	2069	ons zoets
2071	n	0	sg	1	2071	2071	schoons
2072	n	0	sg	1	2072	2072	't genot van de eerste jeugd
2073	n	0	sg	1	2073	2073	mijn deel
2075	n	0	sg	1	2075	2075	't Eenzaam harte
2076	n	0	pl	1	2076	2076	mijn paden
2078	-	-	sg	1	2078	2078	Onspoed
2080	-	-	sg	1	2080	2080	de last
2089	n	0	sg	1	2089	2089	den boezem der Natuur
2090	n	0	sg	1	2090	2090	der Natuur
2091	n	0	sg	1	2091	2091	't Hoofd
2093	-	-	sg	1	2093	2093	de moed ontzonk
2094	n	0	sg	2	2094	2116,2094	de zucht
2096	fm	1	sg	1	2096	2096	me
2097	-	-	sg	1	2097	2097	de dooden
2098	fm	1	sg	1	2098	2098	mij
2099	fm	1	sg	1	2099	2099	me
2100	n	0	sg	2	2100	2105,2100	gene zijde
2101	-	-	sg	1	2101	2101	de mond des doods
2102	n	0	sg	1	2102	2102	des doods
2103	fm	1	sg	1	2103	2103	mij
2104	fm	1	sg	1	2104	2104	me
2106	fm	1	sg	1	2106	2106	ik
2107	n	0	pl	1	2107	2107	mijn lippen
2109	-	-	sg	1	2109	2109	de beê
2112	-	-	sg	1	2112	2112	beî
2113	n	0	pl	1	2113	2113	mijn knieën
2122	n	0	sg	1	2122	2122	VIERDE HOOFDSTUK
2127	m	1	sg	5	2127	2128,2130,2133,2135,2127	een aardig ventje
2132	n	0	sg	1	2132	2132	Zijn uitzet
2136	n	0	sg	1	2136	2136	't kopijboek
2138	n	0	sg	1	2138	2138	den hollandschen stijl
2143	n	0	pl	1	2143	2143	een paar pantoffels voor hem
2148	n	0	sg	1	2148	2148	't net
2149	-	-	sg	1	2149	2149	gevischt
2150	fm	1	sg	1	2150	2150	Een fatsoenlijk makelaar
2152	n	0	sg	1	2152	2152	dat kransje bij de Rosemeijers
2164	n	0	sg	1	2164	2164	mijn gezin
2169	n	0	sg	1	2169	2169	mijn eerste peer
2172	n	0	sg	1	2172	2172	het gelaat van een der meisjes
2175	n	0	sg	3	2175	2176,2235,2175	dat vers
2181	n	0	sg	2	2181	2181,2183	haar broodje
2187	-	-	sg	1	2187	2187	die
2198	n	0	sg	1	2198	2198	Betsij's broodje
2202	n	0	sg	3	2202	2202,2204,2206	de borst van de moeder
2205	n	0	both	1	2205	2205	dat ter-nauwer-nood aan den moederlijken schoot onttogen is
2213	n	0	pl	1	2213	2213	ooievaars
2216	fm	1	sg	1	2216	2216	van den Volewijk
2231	n	0	both	1	2231	2231	Doctrina
2233	n	0	sg	1	2233	2233	mijn lessenaar
2240	n	0	sg	1	2240	2240	aanstoot
2244	n	0	pl	2	2244	2244,2245	talen
2247	n	0	sg	1	2247	2247	mijn oog
2249	n	0	sg	1	2249	2249	een bundel
2250	n	0	sg	1	2250	2250	Verslag over de Koffikultuur in de Residentie Menado
2251	n	0	both	1	2251	2251	de Koffikultuur in de Residentie Menado
2252	n	0	both	2	2252	2260,2252	de Residentie Menado
2253	n	0	sg	1	2253	2253	Mijn hart
2261	n	0	sg	1	2261	2261	een goed merk
2264	n	0	pl	1	2264	2264	zulke onzedelijke verzen
2268	n	0	sg	1	2268	2268	een heel ander oog
2269	n	0	pl	1	2269	2269	stukken
2270	-	-	sg	1	2270	2270	die
2272	-	-	pl	1	2272	2272	die
2274	n	0	pl	1	2274	2274	zaken
2275	n	0	pl	1	2275	2275	staten
2277	-	-	pl	1	2277	2277	berekeningen met cijfers
2278	n	0	pl	1	2278	2278	cijfers
2279	n	0	sg	1	2279	2279	zulk een zorg
2280	n	0	sg	1	2280	2280	nauwkeurigheid
2284	n	0	sg	1	2284	2284	het denkbeeld
2286	fm	1	sg	1	2286	2286	de derde klerk
2291	-	-	sg	1	2291	2291	informatiën
2292	n	0	sg	1	2292	2292	eerlijkheid
2308	n	0	sg	1	2308	2308	eenig belang
2314	n	0	both	1	2314	2314	zoo den eenen
2315	n	0	sg	1	2315	2315	bundel vóór
2317	n	0	pl	2	2317	2330,2317	de opschriften
2320	n	0	sg	1	2320	2320	de verscheidenheid der behandelde onderwerpen
2321	n	0	pl	1	2321	2321	der behandelde onderwerpen
2326	-	-	both	1	2326	2326	die
2329	-	-	sg	1	2329	2329	zonder deze beoordeeling
2337	n	0	sg	1	2337	2337	mijn jeugd eenigszins
2342	n	0	sg	1	2342	2342	een makelaars kantoor
2345	n	0	both	1	2345	2345	multa , non multum
2346	n	0	sg	2	2346	2346,2348	de omnibus aliquid
2347	n	0	sg	1	2347	2347	de toto
2350	n	0	sg	1	2350	2350	wrevel
2351	n	0	sg	2	2351	2352,2351	de geleerdheid
2361	n	0	sg	1	2361	2361	zijn taak
2364	n	0	sg	1	2364	2364	een groote soliditeit in zijn redeneeringen
2365	n	0	pl	1	2365	2365	zijn redeneeringen
2368	n	0	pl	1	2368	2368	verhandelingen
2369	n	0	pl	1	2369	2369	opstellen
2370	n	0	sg	1	2370	2370	het SANSKRIT
2372	n	0	both	1	2372	2372	de germaansche taaltakken
2373	n	0	pl	1	2373	2373	de strafbepalingen op kindermoord
2374	-	-	sg	1	2374	2374	kindermoord
2375	n	0	sg	1	2375	2375	den oorsprong van den adel
2376	m	1	sg	1	2376	2376	den adel
2377	n	0	sg	1	2377	2377	het verschil tusschen
2378	n	0	pl	1	2378	2378	de begrippen
2379	n	0	both	1	2379	2379	ONEINDIGE TijD
2380	n	0	both	1	2380	2380	EEUWIGHEID
2381	-	-	sg	1	2381	2381	de kansrekening
2382	n	0	sg	1	2382	2382	het boek van JOB
2383	mn	-	sg	2	2383	2385,2383	JOB
2386	n	0	sg	1	2386	2386	proteïne in de athmospherische lucht
2387	n	0	sg	1	2387	2387	de athmospherische lucht
2388	n	0	sg	1	2388	2388	de staatkunde van Rusland
2389	n	0	sg	1	2389	2389	Rusland
2390	-	-	pl	1	2390	2390	de klinkletters
2391	n	0	pl	1	2391	2391	cellulaire gevangenissen
2392	-	-	pl	1	2392	2392	de oude stellingen omtrent het
2393	n	0	sg	1	2393	2393	het
2394	n	0	sg	1	2394	2394	HORROR VACUI
2395	-	-	sg	1	2395	2395	de wenschelijkheid der afschaffing van strafbepalingen op laster
2396	n	0	sg	1	2396	2396	der afschaffing van strafbepalingen op laster
2397	n	0	pl	1	2397	2397	strafbepalingen op laster
2398	n	0	sg	1	2398	2398	laster
2399	n	0	pl	1	2399	2399	de oorzaken van den opstand der Nederlanders tegen Spanje , NIET liggende in de begeerte naar godsdienstige of staatkundige vrijheid
2400	n	0	sg	1	2400	2400	den opstand der Nederlanders tegen Spanje
2401	m	1	pl	1	2401	2401	der Nederlanders tegen Spanje
2402	n	0	sg	1	2402	2402	Spanje
2403	n	0	sg	1	2403	2403	de begeerte naar godsdienstige of staatkundige vrijheid
2404	-	-	sg	1	2404	2404	godsdienstige of staatkundige vrijheid
2405	n	0	sg	1	2405	2405	het PERPETUUM MOBILE
2406	-	-	sg	1	2406	2406	PERPETUUM
2407	-	-	sg	1	2407	2407	de cirkelkwadratuur
2408	n	0	sg	1	2408	2408	den wortel van wortellooze
2409	-	-	sg	1	2409	2409	wortellooze
2410	n	0	sg	1	2410	2410	de zwaarte van het licht
2412	n	0	sg	1	2412	2412	den achteruitgang der beschaving sedert het ontstaan des Christendoms
2413	n	0	sg	1	2413	2413	der beschaving sedert het ontstaan des Christendoms
2414	n	0	both	1	2414	2414	des Christendoms
2415	n	0	both	1	2415	2415	de ijslandsche Mijthologie
2416	n	0	both	1	2416	2416	den EMILE van ROUSSEAU
2417	m	1	sg	1	2417	2417	ROUSSEAU
2418	n	0	both	1	2418	2418	de Civiele Rechtsvordering
2419	n	0	pl	1	2419	2419	zaken van koophandel
2420	n	0	sg	1	2420	2420	koophandel
2421	n	0	sg	1	2421	2421	SIRIUS als middelpunt van een zonnestelsel
2422	n	0	sg	1	2422	2422	middelpunt van een zonnestelsel
2423	n	0	sg	1	2423	2423	een zonnestelsel
2424	n	0	both	1	2424	2424	Inkomende-Rechten als ondoeltreffend , onkiesch
2425	n	0	both	1	2425	2425	ondoeltreffend , onkiesch
2427	n	0	pl	1	2427	2427	verzen als oudste taal
2428	n	0	sg	1	2428	2428	oudste taal
2430	n	0	pl	1	2430	2430	witte mieren
2431	-	-	sg	1	2431	2431	het tegennatuurlijke van School-Inrichtingen
2432	-	-	pl	1	2432	2432	School-Inrichtingen
2433	n	0	sg	1	2433	2433	de prostitutie in het huwelijk
2436	n	0	pl	1	2436	2436	hijdraulische onderwerpen in verband met de rijstkultuur
2437	-	-	sg	1	2437	2437	de rijstkultuur
2438	n	0	sg	1	2438	2438	het schijnbaar overwicht der westersche
2439	-	-	sg	1	2439	2439	der westersche
2440	n	0	sg	1	2440	2440	kadaster
2441	n	0	sg	2	2441	2441,2446	registratie
2442	m	1	sg	3	2442	2448,2442,2455	zegel
2443	n	0	pl	1	2443	2443	kinderboekjes
2444	n	0	pl	1	2444	2444	fabels
2445	n	0	pl	1	2445	2445	sprookjes
2450	n	0	sg	1	2450	2450	bemiddeling
2451	n	0	sg	3	2451	2458,2451,2452	den handel
2459	-	-	sg	1	2459	2459	ter-zijde
2465	n	0	sg	1	2465	2465	successierecht
2467	n	0	pl	1	2467	2467	der beste belastingen
2468	n	0	sg	1	2468	2468	de uitvinding der kuisheid
2469	n	0	sg	2	2469	2469,2470	der kuisheid
2472	-	-	sg	1	2472	2472	vermenigvuldiging
2473	n	0	sg	1	2473	2473	Deze titel
2476	n	0	sg	1	2476	2476	zeker soort van geest der Franschen , een gevolg der armoede van hun taal
2477	m	1	sg	1	2477	2477	geest der Franschen , een gevolg der armoede van hun taal
2478	fm	1	sg	1	2478	2478	der Franschen , een gevolg der armoede van hun taal
2479	n	0	pl	2	2479	2482,2479	Franschen
2481	n	0	sg	1	2481	2481	hun taal
