id	start	end	type	head	neclass	person	quote	gender	human	number	cluster	text
412	1870	1871	noun	1871	-	-	O	n	0	sg	412	een neiging
413	1873	1873	pronoun	1873	-	3	O	f	1	sg	405	haar
414	1884	1884	pronoun	1884	-	3	O	m	1	sg	84	hij
415	1885	1885	pronoun	1885	-	3	O	f	1	sg	405	haar
416	1893	1893	pronoun	1893	-	3	O	m	1	sg	84	-ie
417	1897	1897	name	1897	PER	-	O	m	1	sg	84	Lien
418	1898	1898	pronoun	1898	-	1	O	fm	1	sg	3	mij
419	1899	1899	noun	1899	-	-	O	n	0	pl	419	oogjes
420	1902	1902	name	1902	PER	-	O	m	1	sg	6	Bekker
421	1915	1916	noun	1916	-	-	O	n	0	sg	421	bizonder welbehagen
422	1917	1919	noun	1919	-	-	O	n	0	sg	422	z'n steenen pijpje
423	1917	1917	pronoun	1917	-	3	O	m	1	sg	6	z'n
424	1921	1921	pronoun	1921	-	3	O	f	1	sg	405	ze
425	1942	1942	pronoun	1942	-	1	O	fm	1	pl	1	we
426	1944	1944	noun	1944	-	-	O	n	0	sg	426	donker
427	1946	1947	noun	1947	-	-	O	n	0	sg	427	De lamp
428	1955	1955	pronoun	1955	-	1	O	fm	1	pl	1	We
429	1973	1973	name	1973	PER	-	O	fm	1	sg	6	Bavink
430	1976	1977	noun	1977	-	-	O	-	-	sg	6	't stomste
431	1978	1978	pronoun	1978	-	3	O	-	-	sg	6	dat
432	1983	1983	name	1983	PER	-	O	m	1	sg	6	Kees
433	1991	1991	pronoun	1991	-	2	I	fm	1	sg	433	Je
434	2001	2001	name	2001	PER	-	O	m	1	sg	6	Bavink
435	2005	2006	noun	2006	-	-	O	n	0	sg	435	de lucht
436	2008	2011	noun	2011	-	-	O	n	0	sg	436	Een groote groenachtige ster
437	2015	2015	noun	2015	-	-	O	n	0	pl	437	donkeren
438	2018	2018	pronoun	2018	-	2	I	fm	1	sg	438	Je
439	2034	2034	pronoun	2034	-	3	O	m	1	sg	6	hij
440	2036	2038	noun	2038	-	-	O	n	0	sg	440	een versche pijp
441	2049	2049	pronoun	2049	-	1	O	fm	1	sg	3	ik
442	2062	2062	pronoun	2062	-	-	O	m	1	sg	442	die
443	2066	2071	noun	2066	-	-	O	m	1	pl	443	jongens van negentien , twintig jaar
444	2076	2076	pronoun	2076	-	1	O	fm	1	pl	1	ons
445	2078	2078	pronoun	2078	-	3	O	m	1	sg	442	hij
446	2082	2082	pronoun	2082	-	1	O	fm	1	pl	1	Wij
447	2085	2086	noun	2086	-	-	O	n	0	sg	447	de wereld
448	2088	2089	noun	2089	-	-	O	n	0	sg	447	de wereld
449	2092	2092	pronoun	2092	-	1	O	fm	1	pl	1	ons
450	2097	2097	pronoun	2097	-	1	O	fm	1	pl	1	ons
451	2101	2102	noun	2102	-	-	O	n	0	sg	451	de diepte
452	2104	2104	pronoun	2104	-	1	O	fm	1	pl	1	wij
453	2105	2108	noun	2106	-	-	O	n	0	sg	447	de wereld vol bedrijvigheid
454	2108	2108	noun	2108	-	-	O	-	-	sg	454	bedrijvigheid
455	2111	2112	noun	2112	-	-	O	m	1	pl	6	de menschen
456	2114	2116	noun	2116	-	-	O	m	1	pl	6	de gewichtige heeren
457	2119	2120	noun	2120	-	-	O	m	1	pl	6	de heeren
458	2122	2122	pronoun	2122	-	-	O	-	-	pl	458	die
459	2127	2127	pronoun	2127	-	-	O	-	-	pl	459	die
460	2130	2130	pronoun	2130	-	3	O	m	1	pl	6	zij
461	2135	2136	noun	2136	-	-	O	n	0	sg	447	de wereld
462	2141	2141	pronoun	2141	-	1	O	fm	1	pl	1	wij
463	2145	2145	name	2145	PER	-	O	m	1	sg	6	Bekker
464	2147	2147	pronoun	2147	-	1	O	fm	1	sg	3	ik
465	2149	2150	noun	2150	-	-	O	n	0	sg	465	't grootste
466	2151	2154	noun	2151	-	-	O	n	0	sg	466	deel van onzen tijd
467	2153	2153	pronoun	2153	-	1	O	fm	1	pl	1	onzen
468	2156	2156	noun	2156	-	-	O	n	0	sg	194	kantoor
469	2161	2162	noun	2162	-	-	O	m	1	pl	6	die heeren
470	2165	2167	noun	2167	-	-	O	n	0	pl	470	hun domme opinies
471	2165	2165	pronoun	2165	-	3	O	m	1	pl	6	hun
472	2171	2171	pronoun	2171	-	3	O	m	1	pl	6	ze
473	2173	2173	pronoun	2173	-	-	O	n	0	pl	470	elkaar
474	2179	2179	pronoun	2179	-	3	O	m	1	pl	6	zij
475	2180	2180	pronoun	2180	-	3	O	fm	1	both	6	zichzelf
476	2187	2187	pronoun	2187	-	1	O	fm	1	pl	1	ons
477	2191	2191	pronoun	2191	-	3	O	m	1	pl	6	zij
478	2208	2209	noun	2209	-	-	O	n	0	sg	478	't licht
479	2215	2216	noun	2216	-	-	O	n	0	pl	479	de gordijnen
480	2221	2221	pronoun	2221	-	1	O	fm	1	pl	1	wij
481	2222	2224	noun	2224	-	-	O	n	0	sg	481	de roode lucht
482	2231	2232	noun	2232	-	-	O	-	-	sg	482	de straat
483	2236	2236	pronoun	2236	-	1	O	fm	1	pl	1	wij
484	2243	2243	pronoun	2243	-	1	O	fm	1	pl	1	wij
485	2246	2246	noun	2246	-	-	O	fm	1	pl	485	straten
486	2253	2269	noun	2253	-	-	O	n	0	sg	486	uitzicht op de lancaster gordijnen van den overkant en de balletjesfranje en de aspedistra in een pot
487	2255	2263	noun	2257	-	-	O	n	0	pl	487	de lancaster gordijnen van den overkant en de balletjesfranje
488	2256	2256	name	2256	LOC	-	O	m	1	sg	488	lancaster
489	2259	2260	noun	2260	-	-	O	n	0	sg	489	den overkant
490	2262	2263	noun	2263	-	-	O	-	-	sg	490	de balletjesfranje
491	2265	2269	noun	2266	-	-	O	-	-	sg	491	de aspedistra in een pot
492	2271	2275	noun	2273	-	-	O	n	0	sg	492	een onbestaanbare bloem er op
493	2279	2279	pronoun	2279	-	1	O	fm	1	pl	1	wij
494	2281	2281	noun	2281	-	-	O	n	0	sg	494	wraak
495	2283	2283	pronoun	2283	-	1	O	fm	1	pl	1	wij
496	2285	2285	noun	2285	-	-	O	n	0	pl	496	talen
497	2288	2288	pronoun	2288	-	3	O	fm	1	pl	485	zij
498	2289	2290	noun	2290	-	-	O	n	0	pl	498	de namen
499	2295	2295	pronoun	2295	-	1	O	fm	1	pl	1	wij
500	2297	2297	noun	2297	-	-	O	n	0	pl	82	boeken
501	2299	2299	pronoun	2299	-	3	O	fm	1	pl	485	zij
502	2305	2305	pronoun	2305	-	1	O	fm	1	pl	1	wij
503	2307	2307	noun	2307	-	-	O	n	0	pl	503	gevoelens
504	2309	2309	pronoun	2309	-	3	O	fm	1	pl	485	zij
505	2310	2311	noun	2311	-	-	O	n	0	sg	505	het bestaan
506	2318	2318	pronoun	2318	-	1	O	fm	1	pl	1	wij
507	2327	2327	pronoun	2327	-	3	O	fm	1	pl	485	zij
508	2332	2332	noun	2332	-	-	O	n	0	sg	194	kantoor
509	2334	2334	pronoun	2334	-	1	O	fm	1	pl	1	wij
510	2336	2337	noun	2337	-	-	O	n	0	pl	510	de slootjes
511	2339	2340	noun	2340	-	-	O	n	0	pl	511	de weilanden
512	2342	2342	pronoun	2342	-	-	O	-	-	sg	512	die
513	2343	2343	pronoun	2343	-	1	O	fm	1	pl	1	wij
514	2348	2349	noun	2349	-	-	O	-	1	pl	6	de heeren
515	2350	2350	pronoun	2350	-	1	O	fm	1	pl	1	ons
516	2352	2352	noun	2352	-	-	O	n	0	pl	6	dingen
517	2357	2357	pronoun	2357	-	1	O	fm	1	pl	1	wij
518	2358	2359	noun	2359	-	-	O	n	0	sg	518	't nut
519	2364	2364	pronoun	2364	-	1	O	fm	1	pl	1	wij
520	2368	2368	name	2368	PER	-	O	f	1	sg	6	Zondagavond
521	2369	2370	noun	2370	-	-	O	-	-	sg	6	de zon
522	2374	2374	name	2374	LOC	-	O	n	0	sg	522	Abcoû
523	2378	2378	pronoun	2378	-	1	O	fm	1	pl	1	wij
524	2380	2381	noun	2381	-	-	O	n	0	sg	524	't heelal
525	2386	2386	name	2386	-	-	O	m	1	sg	6	God
526	2387	2388	noun	2388	-	-	O	n	0	sg	73	ons hoofd
527	2387	2387	pronoun	2387	-	1	O	fm	1	pl	1	ons
528	2390	2391	noun	2391	-	-	O	n	0	sg	528	ons hart
529	2390	2390	pronoun	2390	-	1	O	fm	1	pl	1	ons
530	2393	2394	noun	2394	-	-	O	n	0	sg	530	ons ruggemerg
531	2393	2393	pronoun	2393	-	1	O	fm	1	pl	1	ons
532	2400	2400	pronoun	2400	-	3	O	fm	1	pl	6	zij
533	2405	2405	pronoun	2405	-	1	O	fm	1	pl	1	wij
534	2406	2406	pronoun	2406	-	3	O	fm	1	pl	6	hun
535	2413	2413	pronoun	2413	-	3	O	f	1	sg	6	zij
536	2416	2416	pronoun	2416	-	3	O	fm	1	pl	6	hun
537	2419	2419	pronoun	2419	-	3	O	fm	1	pl	6	hun
538	2422	2422	name	2422	LOC	-	O	n	0	sg	538	Zwitserland
539	2424	2424	name	2424	LOC	-	O	n	0	sg	539	Italië
540	2430	2430	pronoun	2430	-	3	O	fm	1	pl	6	hun
541	2433	2433	noun	2433	-	-	O	-	-	sg	454	bedrijvigheid
542	2442	2443	noun	2442	-	-	O	m	1	sg	6	dat al
543	2445	2445	pronoun	2445	-	3	O	fm	1	pl	6	ze
544	2446	2446	pronoun	2446	-	1	O	fm	1	pl	1	ons
545	2449	2450	noun	2450	-	-	O	n	0	sg	545	hun macht
546	2449	2449	pronoun	2449	-	3	O	fm	1	pl	6	hun
547	2452	2452	pronoun	2452	-	3	O	fm	1	pl	6	ze
548	2456	2461	noun	2458	-	-	O	n	0	sg	548	't grootste deel van onzen tijd
549	2460	2460	pronoun	2460	-	1	O	fm	1	pl	1	onzen
550	2463	2463	pronoun	2463	-	3	O	fm	1	pl	6	zij
551	2465	2465	pronoun	2465	-	1	O	fm	1	pl	1	ons
552	2467	2468	noun	2468	-	-	O	n	0	sg	6	de zon
553	2471	2472	noun	2472	-	-	O	n	0	pl	511	de weilanden
554	2474	2475	noun	2475	-	-	O	n	0	sg	554	den waterkant
555	2478	2478	pronoun	2478	-	3	O	fm	1	pl	6	Ze
556	2480	2480	pronoun	2480	-	1	O	fm	1	pl	1	ons
557	2482	2483	noun	2483	-	-	O	n	0	pl	557	onze gedachten
558	2482	2482	pronoun	2482	-	1	O	fm	1	pl	1	onze
559	2488	2490	noun	2490	-	-	O	n	0	pl	559	hun onbegrijpelijke zaken
560	2488	2488	pronoun	2488	-	3	O	fm	1	pl	6	hun
561	2499	2499	noun	2499	-	-	O	n	0	pl	561	voeten
562	2503	2503	pronoun	2503	-	3	O	fm	1	pl	6	zij
563	2505	2505	pronoun	2505	-	1	O	fm	1	pl	1	ons
564	2506	2506	noun	2506	-	-	O	n	0	pl	564	standjes
565	2510	2510	pronoun	2510	-	1	O	fm	1	pl	1	wij
566	2512	2512	noun	2512	-	-	O	n	0	sg	194	kantoor
567	2517	2517	name	2517	PER	-	I	m	1	sg	6	Bekker
568	2520	2520	pronoun	2520	-	3	O	fm	1	pl	6	ze
569	2522	2522	pronoun	2522	-	-	O	-	-	pl	569	elkaar
570	2526	2527	noun	2527	-	-	O	m	1	pl	6	de heeren
571	2529	2532	noun	2530	-	-	O	f	1	sg	6	de juffrouw van tweehoog
572	2532	2532	noun	2532	-	-	O	n	0	sg	572	tweehoog
573	2536	2537	noun	2537	-	-	I	-	-	sg	573	die halvegare
574	2542	2543	noun	2543	-	-	O	m	1	pl	6	de heeren
575	2549	2549	pronoun	2549	-	3	O	m	1	pl	6	ze
576	2556	2559	noun	2557	-	-	O	fn	1	both	6	de juffrouw van tweehoog
577	2559	2559	noun	2559	-	-	O	n	0	sg	572	tweehoog
578	2566	2568	noun	2568	-	-	O	n	0	sg	578	een leuk vak
579	2577	2578	noun	2578	-	-	O	fm	1	sg	579	M'n baas
580	2577	2577	pronoun	2577	-	1	O	fm	1	sg	3	M'n
581	2580	2580	pronoun	2580	-	1	O	fm	1	sg	3	me
582	2582	2582	pronoun	2582	-	1	O	fm	1	sg	3	ik
583	2584	2584	noun	2584	-	-	O	n	0	pl	583	gedichten
584	2587	2587	name	2587	PER	-	O	m	1	sg	6	Bekker
585	2590	2591	noun	2591	-	-	O	m	1	sg	585	zoo'n man
586	2592	2593	noun	2593	-	-	O	n	0	sg	586	dat woord
587	2607	2607	pronoun	2607	-	2	I	fm	1	sg	587	je
588	2609	2609	pronoun	2609	-	3	I	m	1	sg	6	hem
589	2612	2612	pronoun	2612	-	1	O	fm	1	sg	3	Ik
590	2617	2617	pronoun	2617	-	1	O	fm	1	sg	3	ik
591	2621	2622	noun	2622	-	-	O	n	0	sg	591	z'n gezicht
592	2621	2621	pronoun	2621	-	3	O	m	1	sg	6	z'n
593	2627	2627	pronoun	2627	-	3	O	m	1	sg	6	-ie
594	2628	2630	noun	2630	-	-	O	-	-	sg	594	zoo'n dikken kop
595	2636	2636	pronoun	2636	-	3	I	m	1	sg	6	hij
596	2640	2640	pronoun	2640	-	3	I	m	1	sg	6	hij
597	2646	2646	pronoun	2646	-	3	I	m	1	sg	6	hij
598	2653	2653	pronoun	2653	-	3	O	n	0	pl	583	ze
599	2655	2655	pronoun	2655	-	1	O	fm	1	pl	1	ons
600	2657	2658	noun	2658	-	-	O	m	1	pl	6	de heeren
601	2665	2665	pronoun	2665	-	1	O	fm	1	pl	1	we
602	2667	2667	name	2667	PER	-	O	m	1	sg	6	Bekker
603	2674	2675	name	2675	LOC	-	O	n	0	both	603	de Sarphatistraat
604	2677	2677	pronoun	2677	-	3	O	m	1	sg	6	hij
605	2683	2683	pronoun	2683	-	3	O	m	1	sg	6	Hij
606	2686	2692	noun	2687	-	-	O	-	1	sg	606	een schoolmeisje van een jaar of zeventien
607	2698	2698	pronoun	2698	-	3	O	fn	1	sg	606	haar
608	2701	2705	noun	2702	-	-	O	n	0	sg	199	de overzij van de straat
609	2704	2705	noun	2705	-	-	O	m	1	sg	482	de straat
610	2709	2709	pronoun	2709	-	3	O	f	1	sg	606	haar
611	2711	2711	pronoun	2711	-	3	O	m	1	sg	482	Hij
612	2716	2716	pronoun	2716	-	3	O	f	1	sg	606	zij
613	2720	2721	noun	2721	-	-	O	n	0	sg	586	een woord
614	2723	2723	pronoun	2723	-	3	O	f	1	sg	606	haar
615	2730	2730	pronoun	2730	-	3	O	m	1	sg	482	-ie
616	2736	2736	pronoun	2736	-	3	O	m	1	sg	482	hij
617	2741	2741	pronoun	2741	-	3	O	f	1	sg	606	haar
618	2747	2748	noun	2748	-	-	O	n	0	sg	618	de school
619	2753	2753	pronoun	2753	-	3	O	m	1	sg	482	-ie
620	2755	2760	noun	2757	-	-	O	n	0	sg	620	't stille grachtje in de sneeuw
621	2759	2760	noun	2760	-	-	O	n	0	sg	621	de sneeuw
622	2762	2763	noun	2763	-	-	O	m	1	sg	6	een vent
623	2767	2769	noun	2769	-	-	O	n	0	sg	623	een wit paard
624	2772	2773	noun	2773	-	-	O	n	0	sg	376	een blauwe
625	2774	2774	noun	2774	-	-	O	m	1	sg	625	kiel
626	2777	2778	noun	2778	-	-	O	n	0	sg	626	een stroohoed
627	2784	2784	pronoun	2784	-	2	O	fm	1	sg	29	je
628	2789	2791	noun	2790	-	-	O	n	0	sg	628	zoo iets geks
629	2802	2802	name	2802	PER	-	O	m	1	sg	6	Bekker
630	2805	2805	pronoun	2805	-	3	O	m	1	sg	6	hij
631	2814	2814	pronoun	2814	-	3	O	m	1	sg	6	-ie
632	2818	2819	name	2819	LOC	-	O	n	0	sg	632	de Weteringschans
633	2821	2821	pronoun	2821	-	3	O	f	1	sg	606	ze
634	2822	2822	pronoun	2822	-	3	O	m	1	sg	6	hem
635	2825	2825	pronoun	2825	-	3	O	f	1	sg	606	Ze
636	2829	2830	noun	2830	-	-	O	f	1	sg	636	een vriendin
637	2832	2832	pronoun	2832	-	1	O	fm	1	sg	3	Ik
638	2836	2836	pronoun	2836	-	3	O	f	1	sg	606	zij
639	2841	2841	name	2841	PER	-	O	m	1	sg	6	Bekker
640	2845	2845	pronoun	2845	-	1	O	fm	1	sg	3	mij
641	2847	2847	name	2847	PER	-	O	m	1	sg	6	Bekker
642	2876	2876	pronoun	2876	-	3	O	f	1	sg	606	ze
643	2886	2886	name	2886	PER	-	O	m	1	sg	6	Bekker
644	2894	2894	pronoun	2894	-	3	I	f	1	sg	606	Ze
645	2897	2897	pronoun	2897	-	3	I	f	1	sg	606	ze
646	2901	2901	pronoun	2901	-	3	O	m	1	sg	6	Hij
647	2903	2904	noun	2904	-	-	O	n	0	sg	427	de lamp
648	2909	2910	noun	2910	-	-	O	n	0	sg	648	een blad
649	2913	2914	noun	2914	-	-	O	n	0	sg	649	't boek
650	2916	2916	pronoun	2916	-	3	O	m	1	sg	6	-ie
651	2923	2923	pronoun	2923	-	3	I	f	1	sg	606	ze
652	2930	2930	pronoun	2930	-	3	I	f	1	sg	606	ze
653	2934	2939	noun	2935	-	-	O	n	0	sg	653	Een stukje vuur uit zijn pijp
654	2938	2939	noun	2939	-	-	O	n	0	sg	654	zijn pijp
655	2938	2938	pronoun	2938	-	3	O	n	0	sg	653	zijn
656	2942	2943	noun	2943	-	-	O	n	0	sg	649	't boek
657	2945	2945	pronoun	2945	-	3	O	m	1	sg	6	Hij
658	2949	2950	noun	2950	-	-	O	n	0	sg	658	een lucifersdoosje
659	2955	2956	noun	2956	-	-	I	n	0	sg	659	een gat
660	2960	2960	pronoun	2960	-	1	I	m	1	sg	6	ik
661	2976	2976	pronoun	2976	-	2	I	m	1	sg	6	je
662	2983	2983	pronoun	2983	-	3	I	-	-	pl	662	ze
663	2985	2985	pronoun	2985	-	2	I	fm	1	sg	6	je
664	2990	2991	noun	2991	-	-	I	n	0	sg	664	een afstand
665	2993	2993	pronoun	2993	-	3	I	-	-	pl	662	ze
666	2997	2997	noun	2997	-	-	I	n	0	pl	666	gedichten
667	3003	3003	pronoun	3003	-	3	O	m	1	sg	6	Hij
668	3010	3010	pronoun	3010	-	3	O	m	1	sg	6	hij
669	3016	3016	pronoun	3016	-	2	I	fm	1	sg	669	je
670	3018	3020	noun	3020	-	-	I	n	0	sg	670	een raar ding
671	3024	3024	pronoun	3024	-	3	I	f	1	sg	606	ze
672	3025	3025	pronoun	3025	-	1	I	m	1	sg	6	me
673	3030	3030	pronoun	3030	-	3	I	f	1	sg	606	ze
674	3033	3033	pronoun	3033	-	1	I	fm	1	sg	6	me
675	3039	3043	noun	3041	-	-	I	n	0	sg	280	te zeggen niks tusschen ons
676	3043	3043	pronoun	3043	-	1	I	fm	1	pl	676	ons
677	3045	3057	noun	3046	-	-	I	n	0	sg	677	een beetje kleeren van haar en zoo goed als geen kleeren van mij
678	3049	3049	pronoun	3049	-	3	I	f	1	sg	606	haar
679	3057	3057	pronoun	3057	-	1	I	fm	1	sg	6	mij
680	3061	3061	name	3061	PER	-	O	m	1	sg	6	Bekker
681	3067	3068	noun	3068	-	-	O	n	0	sg	681	z'n overhemd
682	3067	3067	pronoun	3067	-	3	O	m	1	sg	6	z'n
683	3070	3072	noun	3072	-	-	O	n	0	sg	683	z'n bloote lijf
684	3070	3070	pronoun	3070	-	3	O	m	1	sg	6	z'n
685	3082	3082	pronoun	3082	-	2	I	fm	1	sg	685	je
686	3086	3086	pronoun	3086	-	1	O	fm	1	sg	3	Ik
687	3093	3096	noun	3094	-	-	O	n	0	sg	687	den toren van Naarden
688	3096	3096	name	3096	LOC	-	O	n	0	sg	688	Naarden
689	3098	3102	noun	3099	-	-	O	n	0	sg	689	de kamer van Bekker b.v.
690	3101	3102	name	3102	ORG	-	O	n	0	both	690	Bekker b.v.
691	3109	3112	noun	3110	-	-	I	n	0	sg	687	den toren van Naarden
692	3112	3112	name	3112	LOC	-	I	n	0	sg	688	Naarden
693	3114	3115	noun	3115	-	-	I	fn	-	sg	693	deze snor
694	3119	3119	name	3119	PER	-	O	m	1	sg	6	Bekker
695	3133	3134	noun	3134	-	-	I	n	0	sg	695	haar schouder
696	3133	3133	pronoun	3133	-	3	I	fn	-	sg	693	haar
697	3137	3137	pronoun	3137	-	1	I	m	1	sg	6	mijne
698	3144	3144	name	3144	PER	-	I	m	1	sg	289	Koekebakker
699	3147	3147	pronoun	3147	-	3	O	m	1	sg	289	Hij
700	3150	3151	noun	3151	-	-	O	n	0	sg	648	een blad
701	3156	3157	noun	3157	-	-	O	n	0	sg	478	't licht
702	3178	3178	name	3178	-	-	O	m	1	sg	6	God
703	3180	3181	noun	3181	-	-	O	n	0	sg	703	zijn aangezicht
704	3180	3180	pronoun	3180	-	3	O	m	1	sg	6	zijn
705	3188	3188	pronoun	3188	-	2	O	fm	1	sg	29	Je
706	3198	3198	pronoun	3198	-	2	O	fm	1	sg	29	je
707	3199	3200	noun	3200	-	-	O	f	1	pl	707	de meisjes
708	3204	3205	noun	3205	-	-	O	n	0	sg	232	de verte
709	3209	3209	pronoun	3209	-	2	O	fm	1	sg	29	je
710	3210	3211	noun	3211	-	-	O	n	0	pl	710	hun bekjes
711	3210	3210	pronoun	3210	-	3	O	f	1	pl	707	hun
712	3217	3219	noun	3219	-	-	O	m	1	pl	6	die gewichtige heeren
713	3222	3222	pronoun	3222	-	3	O	n	0	pl	710	ze
714	3224	3225	noun	3225	-	-	O	n	0	sg	714	't algemeen
715	3232	3232	pronoun	3232	-	1	O	fm	1	pl	1	ons
716	3234	3234	pronoun	3234	-	3	O	n	0	pl	710	Die
717	3244	3244	pronoun	3244	-	1	O	fm	1	pl	1	wij
718	3248	3249	name	3249	PER	-	O	m	1	sg	6	Van God
719	3255	3255	pronoun	3255	-	3	O	m	1	sg	6	die
720	3257	3257	pronoun	3257	-	3	O	m	1	sg	6	zijn
721	3266	3266	pronoun	3266	-	1	O	fm	1	pl	1	we
722	3270	3270	pronoun	3270	-	1	O	fm	1	pl	1	we
723	3276	3276	pronoun	3276	-	1	O	fm	1	pl	1	wij
724	3280	3280	name	3280	PER	-	O	fm	1	sg	6	Bavink
725	3282	3282	name	3282	PER	-	O	m	1	sg	32	Hoyer
726	3287	3287	pronoun	3287	-	3	O	n	0	pl	710	die
727	3291	3291	pronoun	3291	-	-	O	-	-	pl	727	die
728	3300	3300	pronoun	3300	-	1	O	fm	1	pl	1	wij
729	3302	3302	name	3302	PER	-	O	m	1	sg	6	Bekker
730	3304	3304	name	3304	PER	-	O	m	1	sg	6	Kees
731	3306	3306	pronoun	3306	-	1	O	fm	1	sg	3	ik
732	3308	3308	pronoun	3308	-	1	O	fm	1	pl	1	wij
733	3312	3312	name	3312	MISC	-	I	n	0	both	733	socialen
734	3325	3325	pronoun	3325	-	2	O	fm	1	sg	29	je
735	3327	3328	noun	3328	-	-	O	n	0	sg	357	Gods tafel
736	3332	3332	noun	3332	-	-	O	n	0	pl	736	adressen
737	3337	3337	noun	3337	-	-	O	n	0	sg	737	drukwerk
738	3345	3347	name	3347	LOC	-	I	n	0	both	738	vrije groep Kastanjeplein
739	3349	3349	noun	3349	-	-	I	n	0	pl	739	omstreken
740	3357	3358	noun	3358	-	-	O	n	0	sg	326	de hei
741	3367	3367	name	3367	PER	-	O	m	1	sg	6	Bekker
742	3368	3372	noun	3370	-	-	O	n	0	pl	742	een paar centen bij elkaar
743	3372	3372	pronoun	3372	-	-	O	n	0	pl	743	elkaar
744	3377	3378	noun	3378	-	-	O	n	0	pl	743	zijn schoenen
745	3377	3377	pronoun	3377	-	3	O	m	1	sg	6	zijn
746	3383	3387	noun	3384	-	-	O	n	0	sg	746	de kolonie van Van Eeden
747	3386	3387	name	3387	PER	-	O	m	1	sg	747	Van Eeden
748	3389	3389	pronoun	3389	-	1	O	fm	1	pl	1	we
749	3396	3396	pronoun	3396	-	1	O	fm	1	pl	1	we
750	3412	3413	noun	3413	-	-	O	m	1	sg	406	een heer
751	3416	3417	noun	3417	-	-	O	n	0	sg	751	een boerenkiel
752	3420	3422	noun	3422	-	-	O	-	-	pl	752	dure gele schoenen
753	3428	3430	noun	3430	-	-	O	n	0	sg	753	een papieren zak
754	3435	3439	noun	3436	-	-	O	-	-	sg	754	innige aanraking met de natuur
755	3438	3439	noun	3439	-	-	O	n	0	sg	755	de natuur
756	3448	3451	noun	3449	-	-	O	-	-	sg	756	z'n baard vol kruimels
757	3448	3448	pronoun	3448	-	3	O	m	1	sg	406	z'n
758	3451	3451	noun	3451	-	-	O	-	-	pl	758	kruimels
759	3455	3455	pronoun	3455	-	1	O	fm	1	pl	1	we
760	3463	3463	name	3463	LOC	-	O	n	0	sg	760	Amsterdam
761	3468	3468	pronoun	3468	-	-	O	-	-	pl	761	elkaar
762	3470	3472	name	3472	MISC	-	O	n	0	both	762	de Naarder trekvaart
763	3477	3478	noun	3478	-	-	O	n	0	sg	763	een boerenmeid
764	3481	3482	noun	3482	-	-	O	n	0	sg	764	een boerenjongen
765	3486	3491	noun	3491	-	-	I	n	0	sg	765	het niks van in de krant
766	3486	3491	noun	3487	-	-	I	n	0	sg	765	het niks van in de krant
767	3498	3498	pronoun	3498	-	2	I	fm	1	sg	767	je
768	3503	3503	noun	3503	-	-	I	m	1	sg	768	jai
769	3512	3512	pronoun	3512	-	1	O	fm	1	pl	1	we
770	3523	3523	name	3523	PER	-	O	m	1	sg	6	Bekker
771	3524	3526	noun	3526	-	-	O	n	0	sg	121	z'n eerste gedicht
772	3524	3524	pronoun	3524	-	3	O	m	1	sg	6	z'n
773	3528	3528	pronoun	3528	-	1	O	fm	1	sg	3	'k
774	3563	3565	noun	3563	-	-	O	n	0	pl	774	drie van ons
775	3565	3565	pronoun	3565	-	1	O	fm	1	pl	1	ons
776	3566	3571	noun	3567	-	-	O	n	0	pl	776	onze ketenen van negen tot zes
777	3566	3566	pronoun	3566	-	1	O	fm	1	pl	1	onze
778	3573	3573	pronoun	3573	-	1	O	fm	1	sg	3	Ik
779	3579	3579	name	3579	LOC	-	O	n	0	sg	779	Hillegom
780	3581	3587	noun	3582	-	-	O	n	0	sg	780	een bollenhandelaar met dikke roode gladgeschoren wangetjes
781	3584	3587	noun	3587	-	-	O	n	0	pl	781	dikke roode gladgeschoren wangetjes
782	3590	3591	noun	3591	-	-	O	n	0	both	782	de anderen
783	3600	3600	name	3600	PER	-	O	fm	1	sg	6	Bavink
784	3602	3602	name	3602	PER	-	O	m	1	sg	32	Hoyer
785	3604	3604	name	3604	PER	-	O	m	1	sg	6	Bekker
786	3612	3616	noun	3614	-	-	O	n	0	sg	786	't oudheidkundig museum in Leiden
787	3616	3616	name	3616	LOC	-	O	n	0	sg	787	Leiden
788	3628	3628	name	3628	PER	-	O	m	1	sg	6	Kees
789	3632	3632	pronoun	3632	-	-	O	m	1	sg	6	die
790	3635	3636	noun	3636	-	-	O	fm	1	pl	782	de anderen
791	3640	3640	name	3640	LOC	-	O	n	0	sg	787	Leiden
792	3642	3642	pronoun	3642	-	1	O	fm	1	sg	3	ik
793	3643	3643	pronoun	3643	-	3	O	fm	1	pl	782	hen
794	3651	3651	pronoun	3651	-	1	O	fm	1	sg	3	Ik
795	3655	3656	noun	3656	-	-	O	n	0	sg	795	de tram
796	3662	3663	noun	3663	-	-	O	n	0	sg	795	De tram
797	3667	3668	noun	3668	-	-	O	n	0	sg	797	't land
798	3680	3681	noun	3681	-	-	O	n	0	pl	798	de landen
799	3686	3687	noun	3687	-	-	O	n	0	sg	435	de lucht
800	3694	3695	noun	3695	-	-	O	n	0	sg	6	de zon
801	3699	3699	noun	3699	-	-	O	n	-	both	6	bloemen
802	3703	3704	noun	3704	-	-	O	-	-	sg	802	de boerenkinkels
803	3707	3719	noun	3709	-	-	O	n	0	pl	803	de roode daken in de dorpen en de zwarte boomen en de akkers
804	3711	3712	noun	3712	-	-	O	n	0	pl	804	de dorpen
