id	gender	human	number	size	firstmention	mentions	label
1339	n	0	sg	2	1339	1339,1358	een knoop van mijn jas
1340	n	0	sg	2	1340	1340,1383	mijn jas
1344	fm	1	sg	1	1344	1344	ik
1345	fm	1	sg	1	1345	1345	u
1347	n	0	sg	1	1347	1347	een rilling door de leden
1348	fm	1	pl	1	1348	1348	de leden
1363	n	0	sg	4	1363	1592,1363,2243,1591	fatsoen
1366	n	0	sg	1	1366	1366	DERDE HOOFDSTUK
1371	m	1	sg	2	1371	1371,1373	de beschrijving
1380	n	0	sg	1	1380	1380	een schoolkameraad die een sjaal draagt in plaats van een jas
1381	-	-	sg	1	1381	1381	die
1384	-	-	sg	1	1384	1384	die
1388	n	0	pl	1	1388	1388	kramen
1391	n	0	sg	14	1391	1602,1701,1767,2216,2187,2188,1550,1551,1391,1712,2258,2110,1785,1598	een groot pak
1401	-	-	sg	1	1401	1401	ten-uwent
1402	n	0	sg	2	1402	1402,1903	het doel
1404	n	0	sg	3	1404	1408,1404,1588	een verzoek
1414	n	0	sg	1	1414	1414	gebruik
1415	n	0	sg	1	1415	1415	uw krediet
1416	fm	1	both	1	1416	1416	uw
1418	fm	1	sg	5	1418	1428,1429,1418,1419,1422	tot-stand
1421	n	0	sg	1	1421	1421	groot gewicht
1423	n	0	sg	1	1423	1423	een order op de voorjaarsveiling
1425	n	0	pl	1	1425	1425	velerlei omstandigheden
1431	f	1	sg	1	1431	1431	mijn lieve vrouw
1433	fm	1	sg	10	1433	1472,1444,1446,1450,1453,1461,1433,1466,1470,1439	veraangenaming des levens
1434	n	0	sg	2	1434	1440,1434	des levens
1437	n	0	sg	1	1437	1437	een geldelijk oog
1441	n	0	sg	1	1441	1441	Opvoeding van de kinderen
1445	f	1	sg	1	1445	1445	zijn vrouw
1447	n	0	sg	1	1447	1447	een loge in de Opera
1448	n	0	sg	1	1448	1448	de Opera
1449	fm	1	pl	1	1449	1449	zijn kinderen op een instituut
1451	n	0	sg	1	1451	1451	een instituut
1452	n	0	sg	1	1452	1452	Genève
1454	n	0	sg	1	1454	1454	een vliering
1463	n	0	sg	1	1463	1463	den zotten toon van zijn geschrijf
1464	n	0	sg	1	1464	1464	zijn geschrijf
1468	n	0	sg	1	1468	1468	de maatschappij
1469	n	0	sg	1	1469	1469	Gods wil
1473	-	-	sg	1	1473	1473	die opsiering van de zaak
1476	n	0	sg	1	1476	1476	de verplichting
1477	n	0	sg	1	1477	1477	rust
1478	n	0	pl	1	1478	1478	de behoeften der mijnen
1479	n	0	pl	1	1479	1479	der mijnen
1481	n	0	sg	2	1481	1481,1482	talent
1488	n	0	sg	1	1488	1488	mijn kindsheid
1491	n	0	pl	1	1491	1491	mijn aandoeningen
1493	n	0	pl	1	1493	1493	verzen
1495	n	0	sg	3	1495	1827,1830,1495	mijn ziel
1499	-	-	pl	1	1499	1499	die
1500	n	0	sg	2	1500	2275,1500	waarde
1502	n	0	sg	4	1502	1504,1794,1502,1503	een uitgever
1507	-	-	pl	1	1507	1507	de uitgevers
1509	n	0	sg	2	1509	1509,2167	naam van den schrijver
1510	fm	1	sg	5	1510	2307,1510,2311,2310,2314	den schrijver
1511	n	0	sg	2	1511	2257,1511	den inhoud
1513	m	1	sg	3	1513	1537,1513,1814	de koffie naar de renommee van de merken
1514	n	0	sg	1	1514	1514	de renommee van de merken
1515	n	0	pl	1	1515	1515	de merken
1517	n	0	sg	1	1517	1517	mijn werk
1520	n	0	sg	1	1520	1520	de uitgave
1521	fm	1	pl	2	1521	1521,1524	de boekhandelaars
1522	n	0	sg	1	1522	1522	de betaling van drukloon , enz. vooruit
1523	n	0	sg	1	1523	1523	drukloon
1525	n	0	sg	3	1525	1741,1525,1527	groot gelijk
1529	n	0	sg	1	1529	1529	mijn arbeid
1531	n	0	pl	2	1531	1531,1543	de kosten
1532	n	0	sg	1	1532	1532	mijn woord
1535	n	0	sg	1	1535	1535	onze ontmoeting van voorgisteren
1538	n	0	sg	1	1538	1538	het besluit
1542	fm	1	sg	1	1542	1542	een boekhandelaar
1544	n	0	sg	1	1544	1544	eener eerste uitgave
1545	n	0	sg	1	1545	1545	een klein boekdeeltje
1547	n	0	sg	1	1547	1547	de keus van die eerste proeve
1548	n	0	sg	1	1548	1548	die eerste proeve
1552	m	1	sg	2	1552	1552,1556	hiernevens
1558	-	-	sg	1	1558	1558	geheel-en-al
1559	n	0	sg	1	1559	1559	gebrek aan indrukken
1560	n	0	pl	1	1560	1560	indrukken
1562	n	0	sg	1	1562	1562	afwachting van een vriendelijk antwoord
1563	n	0	sg	1	1563	1563	een vriendelijk antwoord
1564	fm	1	both	3	1564	1569,1564,1566	ik
1567	fm	1	both	1	1567	1567	uw
1568	n	0	sg	2	1568	1568,1570	zijn naam
1573	n	0	sg	1	1573	1573	opspraak
1574	fm	1	sg	2	1574	1577,1574	Waarde lezer
1580	n	0	pl	1	1580	1580	verzen
1590	n	0	sg	1	1590	1590	deftigheid
1601	n	0	sg	1	1601	1601	zijn adres
1607	n	0	sg	2	1607	1637,1607	krans bij de Rosemeijers
1608	n	0	pl	7	1608	2104,2103,1608,1609,1658,1659,1660	de Rosemeijers
1610	n	0	sg	3	1610	2105,1610,1661	suiker
1614	m	1	sg	8	1614	1616,1746,1733,1735,1736,1738,1614,1743	een jong mensch in de wereld
1620	n	0	sg	1	1620	1620	piano
1621	n	0	sg	2	1621	1621,1655	't dessert
1623	-	-	pl	1	1623	1623	elkaar
1624	n	0	sg	1	1624	1624	dat
1625	n	0	sg	1	1625	1625	de voorkamer
1627	n	0	sg	1	1627	1627	't gentsch whisten
1629	f	1	sg	8	1629	1633,1665,1650,1629,1640,1645,1758,1631	Louise
1630	f	1	sg	6	1630	1664,2130,2147,2132,1657,1630	Betsij Rosemeijer
1641	n	0	sg	1	1641	1641	zoo –iets
1644	n	0	sg	1	1644	1644	een hartig woordje
1647	fm	1	sg	1	1647	1647	Ik
1653	f	1	sg	3	1653	2001,2002,1653	de vrouw van 't huis
1656	n	0	sg	1	1656	1656	een aardigheidje
1662	n	0	sg	1	1662	1662	aandeel in een schip
1663	n	0	sg	1	1663	1663	een schip
1667	n	0	sg	2	1667	1667,1669	een dacapo aan Frits
1670	n	0	sg	1	1670	1670	een kalkoen
1675	n	0	sg	1	1675	1675	zijn repertoire op een haar
1677	n	0	sg	1	1677	1677	een haar
1678	-	-	sg	1	1678	1678	de godenbruiloft
1679	n	0	pl	1	1679	1679	de boeken van het Oude-Testament op rijm
1680	n	0	sg	1	1680	1680	het Oude-Testament
1682	n	0	sg	1	1682	1682	een epizode uit de bruiloft van Kamacho
1683	n	0	sg	1	1683	1683	de bruiloft van Kamacho
1684	fm	1	sg	1	1684	1684	Kamacho
1690	-	-	pl	2	1690	1690,1700	tranen
1692	n	0	sg	1	1692	1692	een raadsel
1705	n	0	both	2	1705	1705,1707	een neuswijsheid
1706	n	0	sg	1	1706	1706	een sentimentaliteit
1718	-	-	sg	1	1718	1718	die
1720	-	-	sg	1	1720	1720	die
1721	n	0	pl	1	1721	1721	zijn zaken
1729	n	0	sg	5	1729	2128,1729,1730,1766,2174	een ding
1731	n	0	sg	1	1731	1731	nonsens
1732	-	-	sg	1	1732	1732	aan-één
1737	f	1	sg	2	1737	1737,1740	zijn meisje
1744	n	0	sg	1	1744	1744	weerwil hiervan
1747	-	-	pl	1	1747	1747	deze laatste drie regels
1750	n	0	sg	1	1750	1750	een broodje met kaas
1751	f	1	sg	1	1751	1751	kaas
1752	n	0	pl	1	1752	1752	twee peren
1754	n	0	sg	1	1754	1754	het orberen van de derde
1755	n	0	sg	1	1755	1755	de derde
1757	n	0	sg	4	1757	1809,1813,1812,1757	die vertelling
1759	f	1	pl	1	1759	1759	de dames
1761	-	-	both	1	1761	1761	die
1772	m	1	pl	1	1772	1772	de heeren
1773	n	0	sg	1	1773	1773	mijn huis
1784	n	0	pl	1	1784	1784	andere dingen
1786	n	0	sg	3	1786	1786,2405,2406	een-en-ander
1788	-	-	pl	1	1788	1788	de Koffiveilingen van de Handelmaatschappij
1789	-	-	sg	1	1789	1789	de Handelmaatschappij
1804	n	0	pl	1	1804	1804	mijn aanmerkingen
1810	n	0	sg	1	1810	1810	de buurt van Padang
1811	n	0	sg	1	1811	1811	Padang
1817	n	0	sg	1	1817	1817	't land
1819	n	0	pl	2	1819	1819,2038	mijn eerste tranen
1822	-	-	sg	1	1822	1822	opwies aan uw hand
1823	n	0	sg	1	1823	1823	uw hand
1824	fm	1	both	1	1824	1824	uw
1825	-	-	sg	1	1825	1825	uw moedertrouw der ziel
1826	fm	1	both	1	1826	1826	uw
1828	m	1	sg	4	1828	1832,1833,1828,1831	den knaap
1829	n	0	pl	1	1829	1829	haar zorgen
1835	n	0	pl	1	1835	1835	de banden
1836	n	0	pl	1	1836	1836	Die ons
1838	n	0	pl	1	1838	1838	vreemde stranden
1844	n	0	sg	1	1844	1844	vreugd
1845	n	0	sg	2	1845	1845,1949	verdriet
1846	n	0	sg	1	1846	1846	twijfel aan de liefde
1848	n	0	sg	9	1848	1922,1988,1989,1864,1960,1865,2036,1975,1848	het hart uws zoons
1849	m	1	pl	1	1849	1849	uws zoons
1850	n	0	sg	1	1850	1850	twee paar jaren
1852	-	-	sg	1	1852	1852	gindschen grond
1853	n	0	sg	1	1853	1853	den oever
1855	n	0	sg	1	1855	1855	't schoone
1858	n	0	sg	2	1858	1858,1861	het heden
1860	m	1	sg	2	1860	1860,1871	Die
1862	n	0	sg	1	1862	1862	mijn schreên
1866	n	0	sg	2	1866	1866,1867	een uitweg
1868	n	0	sg	3	1868	2154,2155,1868	ons onttogen
1870	n	0	sg	1	1870	1870	een schim
1872	n	0	pl	1	1872	1872	Diepe , diepe sporen
1874	n	0	sg	2	1874	1874,1947	vreugde
1875	n	0	both	1	1875	1875	smart met-één
1882	n	0	sg	1	1882	1882	levensheil
1885	n	0	sg	4	1885	2016,1885,1886,2015	den Hemel
1888	fm	1	sg	2	1888	1888,2018	uw kind
1889	fm	1	both	1	1889	1889	uw
1898	n	0	sg	1	1898	1898	een eerekroon
1899	n	0	sg	1	1899	1899	een eindloon van mijn streven
1904	-	1	sg	5	1904	1904,1953,1969,1943,1917	den reinen schat
1905	-	-	pl	1	1905	1905	Die
1907	mn	-	sg	2	1907	1907,1909	Die
1908	n	0	sg	1	1908	1908	Zijn gunst
1911	n	0	sg	1	1911	1911	een traan in de oogen
1914	n	0	sg	2	1914	1914,2116	godsdienst
1915	n	0	sg	2	1915	1915,1958	't gemoed
1916	n	0	sg	1	1916	1916	den Hoogen
1920	n	0	sg	1	1920	1920	Onrust
1923	n	0	sg	2	1923	1923,1924	de smart
1926	n	0	sg	1	1926	1926	't week gemoed
1929	n	0	sg	1	1929	1929	leed
1931	n	0	sg	2	1931	1938,1931	genot
1932	n	0	sg	1	1932	1932	't heil
1934	n	0	sg	1	1934	1934	me gif
1936	n	0	sg	1	1936	1936	wee
1945	n	0	sg	1	1945	1945	ramp
1946	-	-	pl	1	1946	1946	onspoedsslagen
1954	n	0	sg	1	1954	1954	dàt beeld
1959	n	0	sg	1	1959	1959	een onwaardeerbaar goed
1961	n	0	pl	1	1961	1961	mijn zinnen
1964	n	0	sg	1	1964	1964	de laatste snik van 't leven
1965	n	0	sg	2	1965	2040,1965	Me in een beter vaderland
1966	n	0	sg	1	1966	1966	een beter vaderland
1967	n	0	sg	1	1967	1967	Eind'lijk haar
1970	n	0	sg	2	1970	1970,1971	min
1973	fm	1	sg	3	1973	1987,1973,1990	't Kind
1976	n	0	sg	1	1976	1976	de moederborst
1977	n	0	sg	1	1977	1977	den moederschoot
1978	n	0	sg	1	1978	1978	't Eerste vocht
1979	n	0	sg	1	1979	1979	den dorst
1980	n	0	sg	2	1980	1980,2359	't Eerste licht in moederoogen
1981	n	0	pl	1	1981	1981	moederoogen
1982	-	-	sg	1	1982	1982	die
1983	n	0	sg	1	1983	1983	Vaster harten
1984	n	0	sg	1	1984	1984	de band
1986	n	0	sg	2	1986	1986,1999	't moederhart
1991	n	0	sg	2	1991	1992,1991	het schoon
1993	n	0	sg	1	1993	1993	Dat
1995	n	0	pl	1	1995	1995	doornen
1996	fm	1	sg	1	1996	1996	Zou
1997	n	0	sg	1	1997	1997	datzelfde hart
1998	-	-	sg	1	1998	1998	de trouw
2003	n	0	pl	1	2003	2003	mijn eerste kinderkreten
2005	n	0	sg	1	2005	2005	't bezorgd gemoed
2006	-	-	sg	1	2006	2006	Die
2009	n	0	pl	1	2009	2009	Traantjes van de wangen
2010	n	0	pl	1	2010	2010	de wangen
2011	fn	-	sg	2	2011	2011,2014	Die
2013	n	0	sg	1	2013	2013	haar bloed
2019	fm	1	both	1	2019	2019	uw
2022	n	0	sg	1	2022	2022	ons zoets
2024	n	0	sg	1	2024	2024	schoons
2025	n	0	sg	1	2025	2025	't genot van de eerste jeugd
2026	n	0	sg	1	2026	2026	mijn deel
2028	n	0	sg	1	2028	2028	't Eenzaam harte
2029	n	0	pl	1	2029	2029	mijn paden
2031	-	-	sg	1	2031	2031	Onspoed
2033	-	-	sg	1	2033	2033	de last
2041	n	0	sg	1	2041	2041	den boezem der Natuur
2042	n	0	sg	1	2042	2042	der Natuur
2043	n	0	sg	1	2043	2043	't Hoofd
2045	-	-	sg	1	2045	2045	de moed ontzonk
2046	n	0	sg	2	2046	2067,2046	de zucht
2048	fm	1	sg	1	2048	2048	me
2049	n	0	pl	1	2049	2049	de dooden
2050	fm	1	sg	1	2050	2050	mij
2051	fm	1	sg	1	2051	2051	me
2052	n	0	sg	2	2052	2057,2052	gene zijde
2053	-	-	sg	1	2053	2053	de mond des doods
2054	n	0	sg	1	2054	2054	des doods
2055	fm	1	sg	1	2055	2055	mij
2056	fm	1	sg	1	2056	2056	me
2058	fm	1	sg	1	2058	2058	ik
2059	n	0	pl	1	2059	2059	mijn lippen
2061	-	-	sg	1	2061	2061	de beê
2064	n	0	pl	1	2064	2064	mijn knieën
2073	n	0	sg	1	2073	2073	VIERDE HOOFDSTUK
2078	m	1	sg	5	2078	2081,2084,2086,2078,2079	een aardig ventje
2083	n	0	sg	1	2083	2083	Zijn uitzet
2087	n	0	sg	1	2087	2087	't kopijboek
2089	n	0	sg	1	2089	2089	den hollandschen stijl
2094	n	0	pl	1	2094	2094	een paar pantoffels voor hem
2099	n	0	sg	1	2099	2099	't net
2100	fm	1	sg	1	2100	2100	Een fatsoenlijk makelaar
2102	n	0	sg	1	2102	2102	dat kransje bij de Rosemeijers
2114	n	0	sg	1	2114	2114	mijn gezin
2119	n	0	sg	1	2119	2119	mijn eerste peer
2122	n	0	sg	1	2122	2122	het gelaat van een der meisjes
2125	n	0	sg	3	2125	2184,2125,2126	dat vers
2131	n	0	sg	2	2131	2131,2133	haar broodje
2137	-	-	sg	1	2137	2137	die
2146	n	0	sg	1	2146	2146	Betsij's broodje
2150	n	0	sg	2	2150	2152,2150	de borst van de moeder
2153	n	0	sg	1	2153	2153	den moederlijken schoot
2162	n	0	pl	1	2162	2162	ooievaars
2165	n	0	both	1	2165	2165	den Volewijk
2180	n	0	both	1	2180	2180	Doctrina
2182	n	0	sg	1	2182	2182	mijn lessenaar
2189	n	0	sg	1	2189	2189	aanstoot
2193	n	0	pl	2	2193	2193,2194	talen
2196	n	0	sg	1	2196	2196	mijn oog
2198	n	0	sg	1	2198	2198	een bundel
2199	n	0	sg	1	2199	2199	Verslag over de Koffikultuur in de Residentie Menado
2200	n	0	both	1	2200	2200	de Koffikultuur in de Residentie Menado
2201	n	0	both	2	2201	2201,2209	de Residentie Menado
2202	n	0	sg	1	2202	2202	Mijn hart
2210	n	0	sg	1	2210	2210	een goed merk
2213	n	0	pl	1	2213	2213	zulke onzedelijke verzen
2217	n	0	sg	1	2217	2217	een heel ander oog
2218	n	0	pl	1	2218	2218	stukken
2219	-	-	sg	1	2219	2219	die
2221	-	-	pl	1	2221	2221	die
2223	n	0	pl	1	2223	2223	zaken
2224	n	0	pl	1	2224	2224	staten
2226	-	-	pl	1	2226	2226	berekeningen met cijfers
2227	n	0	pl	1	2227	2227	cijfers
2228	n	0	sg	1	2228	2228	zulk een zorg
2229	n	0	sg	1	2229	2229	nauwkeurigheid
2233	n	0	sg	1	2233	2233	het denkbeeld
2235	fm	1	sg	1	2235	2235	de derde klerk
2240	n	0	pl	1	2240	2240	informatiën
2241	n	0	sg	1	2241	2241	eerlijkheid
2262	n	0	sg	1	2262	2262	den eenen bundel vóór
2264	n	0	pl	2	2264	2264,2278	de opschriften
2267	n	0	sg	1	2267	2267	de verscheidenheid der behandelde onderwerpen
2268	n	0	pl	1	2268	2268	der behandelde onderwerpen
2273	-	-	both	1	2273	2273	die
2276	n	0	sg	1	2276	2276	deze beoordeeling
2277	n	0	sg	1	2277	2277	de lijst der opschriften alleen
2289	n	0	sg	1	2289	2289	een makelaars kantoor
2292	n	0	both	1	2292	2292	multa , non multum
2293	n	0	sg	2	2293	2293,2295	de omnibus aliquid
2294	n	0	sg	1	2294	2294	de toto
2297	n	0	sg	1	2297	2297	wrevel
2298	-	-	sg	1	2298	2298	zekeren aandrang
2299	n	0	sg	2	2299	2299,2300	de geleerdheid
2302	n	0	sg	1	2302	2302	't latijn aantespreken
2309	n	0	sg	1	2309	2309	zijn taak
2312	n	0	sg	1	2312	2312	een groote soliditeit in zijn redeneeringen
2313	n	0	pl	1	2313	2313	zijn redeneeringen
2316	n	0	pl	1	2316	2316	verhandelingen
2317	n	0	pl	1	2317	2317	opstellen
2318	n	0	sg	1	2318	2318	het SANSKRIT
2320	-	-	pl	1	2320	2320	de germaansche taaltakken
2321	n	0	pl	1	2321	2321	de strafbepalingen op kindermoord
2322	-	-	sg	1	2322	2322	kindermoord
2323	n	0	sg	1	2323	2323	den oorsprong van den adel
2324	m	1	sg	1	2324	2324	den adel
2325	n	0	sg	1	2325	2325	het verschil tusschen de begrippen
2326	n	0	pl	1	2326	2326	de begrippen
2327	n	0	both	1	2327	2327	ONEINDIGE TijD
2328	n	0	both	1	2328	2328	EEUWIGHEID
2329	-	-	sg	1	2329	2329	de kansrekening
2330	n	0	sg	1	2330	2330	het boek van JOB
2331	mn	-	sg	2	2331	2331,2333	JOB
2334	n	0	sg	1	2334	2334	proteïne in de athmospherische lucht
2335	n	0	sg	1	2335	2335	de athmospherische lucht
2336	n	0	sg	1	2336	2336	de staatkunde van Rusland
2337	n	0	sg	1	2337	2337	Rusland
2338	-	-	pl	1	2338	2338	de klinkletters
2339	n	0	pl	1	2339	2339	cellulaire gevangenissen
2340	-	-	pl	1	2340	2340	de oude stellingen omtrent het
2341	n	0	sg	1	2341	2341	het
2342	n	0	sg	1	2342	2342	HORROR VACUI
2343	n	0	sg	1	2343	2343	de wenschelijkheid der afschaffing van strafbepalingen op laster
2344	n	0	sg	1	2344	2344	der afschaffing van strafbepalingen
2345	n	0	pl	1	2345	2345	strafbepalingen
2346	n	0	sg	1	2346	2346	laster
2347	n	0	pl	1	2347	2347	de oorzaken van den opstand der Nederlanders tegen Spanje , NIET
2348	n	0	sg	1	2348	2348	den opstand der Nederlanders tegen Spanje
2349	m	1	pl	1	2349	2349	der Nederlanders
2350	n	0	sg	1	2350	2350	Spanje
2351	n	0	sg	1	2351	2351	de begeerte naar godsdienstige of staatkundige vrijheid
2352	-	-	sg	1	2352	2352	godsdienstige of staatkundige vrijheid
2353	n	0	sg	1	2353	2353	het PERPETUUM MOBILE
2354	-	-	sg	1	2354	2354	PERPETUUM
2355	-	-	sg	1	2355	2355	de cirkelkwadratuur
2356	n	0	sg	1	2356	2356	den wortel van wortellooze getallen
2357	n	0	pl	1	2357	2357	wortellooze getallen
2358	n	0	sg	1	2358	2358	de zwaarte van het licht
2360	n	0	sg	1	2360	2360	den achteruitgang der beschaving sedert het ontstaan des Christendoms
2361	n	0	sg	1	2361	2361	der beschaving sedert het ontstaan des Christendoms
2362	n	0	both	1	2362	2362	des Christendoms
2363	n	0	both	1	2363	2363	de ijslandsche Mijthologie
2364	m	1	sg	1	2364	2364	den EMILE van ROUSSEAU
2365	m	1	sg	1	2365	2365	ROUSSEAU
2366	n	0	both	1	2366	2366	de Civiele Rechtsvordering
2367	n	0	pl	1	2367	2367	zaken van koophandel
2368	n	0	sg	1	2368	2368	koophandel
2369	n	0	sg	1	2369	2369	SIRIUS als middelpunt van een zonnestelsel
2370	n	0	sg	1	2370	2370	middelpunt van een zonnestelsel
2371	n	0	sg	1	2371	2371	een zonnestelsel
2372	n	0	both	1	2372	2372	Inkomende-Rechten
2374	n	0	pl	1	2374	2374	verzen als oudste taal
2375	n	0	sg	1	2375	2375	oudste taal
2377	n	0	pl	1	2377	2377	witte mieren
2378	-	-	sg	1	2378	2378	het tegennatuurlijke van School-Inrichtingen
2379	-	-	pl	1	2379	2379	School-Inrichtingen
2380	n	0	sg	1	2380	2380	de prostitutie in het huwelijk
2383	n	0	pl	1	2383	2383	hijdraulische onderwerpen in verband met de rijstkultuur
2384	-	-	sg	1	2384	2384	de rijstkultuur
2385	n	0	sg	1	2385	2385	het schijnbaar overwicht der westersche beschaving
2386	n	0	sg	1	2386	2386	der westersche beschaving
2387	n	0	sg	1	2387	2387	kadaster
2388	n	0	sg	2	2388	2393,2388	registratie
2389	m	1	sg	3	2389	2402,2395,2389	zegel
2390	n	0	pl	1	2390	2390	kinderboekjes
2391	n	0	pl	1	2391	2391	fabels
2392	n	0	pl	1	2392	2392	sprookjes
2397	n	0	sg	1	2397	2397	bemiddeling
2398	n	0	sg	2	2398	2398,2399	den handel
2410	n	0	sg	1	2410	2410	successierecht
2412	n	0	pl	1	2412	2412	der beste belastingen
2413	n	0	sg	1	2413	2413	de uitvinding der kuisheid . 
2414	n	0	sg	2	2414	2414,2415	der kuisheid . 
2417	-	-	sg	1	2417	2417	vermenigvuldiging
2418	n	0	sg	1	2418	2418	Deze titel
2421	n	0	sg	1	2421	2421	zeker soort van geest der Franschen
2422	m	1	sg	1	2422	2422	geest der Franschen
2423	-	-	pl	2	2423	2427,2423	der Franschen
2426	n	0	sg	1	2426	2426	hun taal
