id	start	end	type	head	neclass	person	quote	gender	human	number	cluster	text
416	1766	1771	noun	1767	-	-	O	-	1	sg	280	de held met zijn stijven komediestap
417	1769	1771	noun	1771	-	-	O	n	0	sg	417	zijn stijven komediestap
418	1769	1769	pronoun	1769	-	3	O	-	1	sg	280	zijn
419	1774	1776	noun	1776	-	-	O	n	0	sg	419	't verdrukte vaderland
420	1783	1785	noun	1785	-	-	O	n	0	sg	420	de dubbele achterdeur
421	1795	1796	noun	1796	-	-	O	fm	1	sg	322	de persoon
422	1797	1797	pronoun	1797	-	-	O	fm	1	sg	322	die
423	1799	1799	noun	1799	-	-	O	n	0	pl	423	verzen
424	1804	1805	noun	1805	-	-	O	m	1	sg	424	de ander
425	1811	1811	pronoun	1811	-	3	O	m	1	sg	424	hem
426	1812	1813	noun	1813	-	-	O	n	0	sg	426	't rijm
427	1819	1823	noun	1820	-	-	O	m	1	sg	427	de veldheer tot de prinses
428	1822	1823	noun	1823	-	-	O	f	1	sg	428	de prinses
429	1834	1835	noun	1835	-	-	I	n	0	pl	429	de poorten
430	1841	1841	pronoun	1841	-	3	O	m	1	sg	427	hij
431	1847	1847	pronoun	1847	-	3	O	f	1	sg	428	zij
432	1857	1857	pronoun	1857	-	3	I	f	1	sg	428	men
433	1860	1860	noun	1860	-	-	I	n	0	sg	433	zwaard
434	1866	1866	pronoun	1866	-	3	O	f	1	sg	428	zij
435	1872	1873	noun	1873	-	-	O	n	0	sg	435	de poort
436	1879	1879	pronoun	1879	-	3	O	f	1	sg	428	ze
437	1891	1891	pronoun	1891	-	3	O	f	1	sg	428	zij
438	1902	1902	noun	1902	-	-	O	fm	1	sg	272	maat
439	1904	1904	noun	1904	-	-	O	n	0	sg	426	rijm
440	1910	1912	noun	1912	-	-	O	n	0	sg	440	een pure leugen
441	1915	1916	noun	1916	-	-	O	m	1	sg	427	de veldheer
442	1917	1918	noun	1918	-	-	O	f	1	sg	428	de prinses
443	1926	1926	pronoun	1926	-	3	O	f	1	sg	428	ze
444	1930	1931	noun	1931	-	-	O	n	0	sg	444	't poortsluiten
445	1936	1937	noun	1937	-	-	O	fm	1	sg	445	't mensch
446	1940	1940	noun	1940	-	-	O	n	0	sg	315	lust
447	1959	1961	noun	1961	-	-	O	n	0	sg	447	die beloonde deugd
448	1969	1969	pronoun	1969	-	1	O	m	1	sg	1	Ik
449	1976	1976	noun	1976	-	-	O	m	1	sg	3	koffie
450	1980	1980	name	1980	MISC	-	O	-	-	sg	42	N
451	1995	1995	pronoun	1995	-	1	O	m	1	sg	1	mij
452	2000	2000	pronoun	2000	-	1	O	m	1	sg	1	ik
453	2001	2004	noun	2004	-	-	O	-	-	sg	83	de goede lieve waarheid
454	2009	2010	noun	2010	-	-	O	n	0	sg	454	Beloonde deugd
455	2017	2018	noun	2018	-	-	O	n	0	sg	369	de deugd
456	2019	2020	noun	2020	-	-	O	n	0	sg	456	een handelsartikel
457	2029	2030	noun	2030	-	-	O	n	0	sg	219	de wereld
458	2045	2046	noun	2046	-	-	O	n	0	sg	458	de verdienste
459	2049	2050	noun	2050	-	-	O	n	0	sg	369	de deugd
460	2056	2060	noun	2058	-	-	O	n	0	pl	460	die infame leugens altijd voorgewend
461	2065	2065	name	2065	PER	-	O	m	1	sg	461	Lukas
462	2067	2068	noun	2068	-	-	O	m	1	sg	462	onze pakhuisknecht
463	2067	2067	pronoun	2067	-	1	O	fm	1	pl	197	onze
464	2070	2070	pronoun	2070	-	-	O	-	-	sg	462	die
465	2073	2078	noun	2074	-	-	O	m	1	sg	134	den vader van Last & Co
466	2076	2078	name	2078	PER	-	O	n	1	pl	193	Last & Co
467	2082	2083	noun	2083	-	-	O	n	0	sg	193	de firma
468	2086	2088	name	2088	PER	-	O	n	1	pl	468	Last & Meijer
469	2091	2092	name	2092	PER	-	O	fm	1	sg	469	de Meijers
470	2103	2105	noun	2105	-	-	O	m	1	sg	1	een deugdzaam man
471	2114	2114	pronoun	2114	-	3	O	m	1	sg	462	hij
472	2118	2119	noun	2119	-	-	O	n	0	sg	472	de kerk
473	2124	2124	pronoun	2124	-	3	O	m	1	sg	462	hij
474	2128	2131	noun	2129	-	-	O	m	1	sg	410	mijn schoonvader te Driebergen
475	2128	2128	pronoun	2128	-	1	O	m	1	sg	1	mijn
476	2131	2131	name	2131	LOC	-	O	n	0	sg	476	Driebergen
477	2135	2135	pronoun	2135	-	3	O	m	1	sg	410	hij
478	2136	2137	noun	2137	-	-	O	n	0	sg	93	het huis
479	2140	2141	noun	2141	-	-	O	n	0	sg	479	de kas
480	2148	2148	pronoun	2148	-	3	O	m	1	sg	410	hij
481	2150	2151	noun	2151	-	-	O	n	0	sg	481	de Bank
482	2152	2153	noun	2153	-	-	O	n	0	sg	203	zeventien gulden
483	2160	2160	pronoun	2160	-	3	O	m	1	sg	410	hij
484	2162	2162	pronoun	2162	-	3	O	n	1	pl	468	ze
485	2165	2165	pronoun	2165	-	3	O	m	1	sg	410	Hij
486	2180	2180	pronoun	2180	-	3	O	m	1	sg	410	hij
487	2188	2188	pronoun	2188	-	1	O	fm	1	pl	197	ons
488	2192	2192	pronoun	2192	-	1	O	fm	1	pl	197	we
489	2194	2195	noun	2195	-	-	O	n	0	sg	489	jong volk
490	2200	2200	pronoun	2200	-	1	O	m	1	sg	1	ik
491	2202	2203	name	2203	PER	-	O	m	1	sg	461	dien Lukas
492	2210	2210	pronoun	2210	-	3	O	m	1	sg	461	hij
493	2216	2217	noun	2217	-	-	O	m	1	sg	493	een prins
494	2218	2218	pronoun	2218	-	-	O	m	1	sg	493	die
495	2219	2219	pronoun	2219	-	3	O	m	1	sg	461	hem
496	2220	2220	noun	2220	-	-	O	-	-	pl	496	diamanten
497	2224	2225	noun	2225	-	-	O	f	1	sg	497	een fee
498	2226	2226	pronoun	2226	-	-	O	m	1	sg	498	die
499	2227	2227	pronoun	2227	-	3	O	m	1	sg	498	hem
500	2234	2234	pronoun	2234	-	3	O	m	1	sg	498	Hij
501	2243	2243	pronoun	2243	-	3	O	n	0	sg	489	dit
502	2249	2249	pronoun	2249	-	1	O	m	1	sg	1	Ik
503	2251	2251	pronoun	2251	-	3	O	m	1	sg	498	hem
504	2256	2256	pronoun	2256	-	1	O	fm	1	pl	197	we
505	2258	2259	noun	2259	-	-	O	n	0	sg	489	jong volk
506	2266	2266	pronoun	2266	-	1	O	fm	1	pl	197	ons
507	2272	2272	pronoun	2272	-	1	O	m	1	sg	1	ik
508	2276	2277	noun	2277	-	-	O	n	0	sg	458	zijn verdienste
509	2276	2276	pronoun	2276	-	3	O	n	0	sg	489	zijn
510	2280	2280	pronoun	2280	-	3	O	m	1	sg	498	hij
511	2283	2283	pronoun	2283	-	3	O	m	1	sg	498	zijn
512	2304	2305	noun	2305	-	-	O	n	0	sg	512	Gods bedoeling
513	2317	2318	noun	2318	-	-	O	-	-	pl	513	de braven
514	2324	2325	noun	2325	-	-	O	n	0	sg	309	een tooneel
515	2327	2327	pronoun	2327	-	3	O	-	-	pl	513	ze
516	2333	2333	pronoun	2333	-	1	O	m	1	sg	1	Ik
517	2340	2340	pronoun	2340	-	1	O	m	1	sg	1	ik
518	2342	2342	noun	2342	-	-	O	n	0	sg	518	belooning
519	2345	2346	noun	2346	-	-	O	n	0	pl	519	mijn zaken
520	2345	2345	pronoun	2345	-	1	O	m	1	sg	1	mijn
521	2351	2351	pronoun	2351	-	3	O	n	0	sg	518	dit
522	2353	2353	pronoun	2353	-	3	O	n	0	pl	519	ze
523	2356	2357	noun	2357	-	-	O	f	1	sg	189	mijn vrouw
524	2356	2356	pronoun	2356	-	1	O	m	1	sg	1	mijn
525	2359	2359	noun	2359	-	-	O	fm	1	pl	336	kinderen
526	2364	2364	pronoun	2364	-	1	O	m	1	sg	1	ik
527	2369	2369	noun	2369	-	-	O	fm	1	sg	527	dokter
528	2371	2371	noun	2371	-	-	O	fm	1	sg	528	apteker
529	2374	2374	pronoun	2374	-	1	O	m	1	sg	1	ik
530	2377	2378	noun	2378	-	-	O	n	0	sg	530	een sommetje
531	2380	2380	noun	2380	-	-	O	-	-	sg	531	ter-zij
532	2388	2388	name	2388	PER	-	O	m	1	sg	113	Frits
533	2395	2396	noun	2396	-	-	O	n	0	sg	533	mijn plaats
534	2395	2395	pronoun	2395	-	1	O	m	1	sg	1	mijn
535	2400	2400	pronoun	2400	-	1	O	m	1	sg	1	ik
536	2402	2402	name	2402	LOC	-	O	n	0	sg	476	Driebergen
537	2409	2409	pronoun	2409	-	1	O	m	1	sg	1	ik
538	2414	2415	noun	2415	-	-	O	-	-	sg	335	dit alles
539	2417	2419	noun	2419	-	-	O	-	-	sg	335	een natuurlijk gevolg
540	2421	2422	noun	2422	-	-	O	n	0	pl	540	de omstandigheden
541	2426	2426	pronoun	2426	-	1	O	m	1	sg	1	ik
542	2428	2430	noun	2429	-	-	O	n	0	pl	542	de zaken pas
543	2433	2434	noun	2434	-	-	O	n	0	sg	543	mijn deugd
544	2433	2433	pronoun	2433	-	1	O	m	1	sg	1	mijn
545	2436	2436	pronoun	2436	-	1	O	m	1	sg	1	ik
546	2441	2441	pronoun	2441	-	1	O	m	1	sg	1	ik
547	2448	2452	noun	2449	-	-	O	n	0	sg	547	mijn liefde voor de waarheid
548	2448	2448	pronoun	2448	-	1	O	m	1	sg	1	mijn
549	2451	2452	noun	2452	-	-	O	-	-	sg	83	de waarheid
550	2458	2462	noun	2459	-	-	O	n	0	sg	550	mijn gehechtheid aan het geloof
551	2458	2458	pronoun	2458	-	1	O	m	1	sg	1	mijn
552	2461	2462	noun	2462	-	-	O	n	0	sg	173	het geloof
553	2464	2465	noun	2465	-	-	O	n	0	sg	553	mijn hoofdneiging
554	2464	2464	pronoun	2464	-	1	O	m	1	sg	1	mijn
555	2468	2468	pronoun	2468	-	1	O	m	1	sg	1	ik
556	2471	2471	pronoun	2471	-	2	O	fm	1	sg	1	ge
557	2476	2476	noun	2476	-	-	O	fm	1	sg	14	lezer
558	2480	2481	noun	2481	-	-	O	n	0	sg	558	de verontschuldiging
559	2484	2488	noun	2485	-	-	O	n	0	sg	559	't schrijven van dit boek
560	2487	2488	noun	2488	-	-	O	n	0	sg	560	dit boek
561	2490	2492	noun	2492	-	-	O	n	0	sg	561	Een tweede neiging
562	2494	2494	pronoun	2494	-	-	O	n	0	sg	561	die
563	2495	2495	pronoun	2495	-	1	O	m	1	sg	1	mij
564	2499	2499	noun	2499	-	-	O	-	-	sg	564	waarheidsliefde
565	2503	2507	noun	2504	-	-	O	n	0	sg	561	de hartstocht voor mijn vak
566	2506	2507	noun	2507	-	-	O	n	0	sg	37	mijn vak
567	2506	2506	pronoun	2506	-	1	O	m	1	sg	1	mijn
568	2509	2509	pronoun	2509	-	1	O	fm	1	sg	1	Ik
569	2512	2514	noun	2512	-	-	O	fm	1	sg	1	makelaar in koffie
570	2514	2514	noun	2514	-	-	O	m	1	sg	3	koffie
571	2516	2517	name	2517	PER	-	O	-	-	sg	42	Lauriergracht N
572	2526	2531	noun	2528	-	-	O	n	0	sg	572	mijn onkreukbare liefde voor de waarheid
573	2526	2526	pronoun	2526	-	1	O	m	1	sg	1	mijn
574	2530	2531	noun	2531	-	-	O	-	-	sg	83	de waarheid
575	2535	2539	noun	2536	-	-	O	n	0	sg	575	mijn ijver voor de zaken
576	2535	2535	pronoun	2535	-	1	O	m	1	sg	1	mijn
577	2538	2539	noun	2539	-	-	O	n	0	pl	542	de zaken
578	2542	2542	pronoun	2542	-	2	O	fm	1	sg	1	gij
579	2546	2547	noun	2547	-	-	O	n	0	pl	579	deze bladen
580	2551	2551	pronoun	2551	-	1	O	m	1	sg	1	Ik
581	2553	2553	pronoun	2553	-	2	O	fm	1	sg	1	u
582	2556	2556	pronoun	2556	-	3	O	n	0	sg	575	dit
583	2561	2561	pronoun	2561	-	1	O	m	1	sg	1	ik
584	2566	2568	noun	2566	-	-	O	n	0	sg	584	afscheid van u
585	2568	2568	pronoun	2568	-	2	O	fm	1	sg	1	u
586	2571	2571	pronoun	2571	-	1	O	m	1	sg	1	ik
587	2574	2575	noun	2575	-	-	O	n	0	sg	69	de beurs
588	2578	2578	pronoun	2578	-	1	O	m	1	sg	1	ik
589	2579	2579	pronoun	2579	-	2	O	fm	1	sg	1	u
590	2582	2584	noun	2584	-	-	O	n	0	sg	590	een tweede hoofdstuk
591	2587	2587	noun	2587	-	-	O	-	-	sg	591	weerziens
592	2590	2590	name	2590	PER	-	O	fm	1	sg	592	Eilieve
593	2595	2595	pronoun	2595	-	2	O	fm	1	sg	1	u
594	2599	2601	noun	2601	-	-	O	n	0	sg	594	een kleine moeite
595	2615	2616	noun	2616	-	-	O	n	0	sg	595	een adreskaartje
596	2618	2619	name	2619	PER	-	O	-	1	both	193	Die Co
597	2621	2621	pronoun	2621	-	1	O	m	1	sg	1	ik
598	2624	2625	name	2625	PER	-	O	fm	1	sg	469	de Meijers
599	2630	2632	name	2632	PER	-	O	mn	1	both	410	de oude Last
600	2634	2635	noun	2635	-	-	O	m	1	sg	410	mijn schoonvader
601	2634	2634	pronoun	2634	-	1	O	m	1	sg	1	mijn
602	2640	2642	name	2642	PER	-	O	n	1	pl	193	LAST & Co
603	2647	2649	noun	2647	-	-	O	fm	1	pl	56	MAKELAARS IN koffie
604	2649	2649	noun	2649	-	-	O	m	1	sg	3	koffie
605	2654	2654	noun	2654	-	-	O	-	-	sg	4	Lauriergracht
606	2656	2656	name	2656	MISC	-	O	n	0	sg	42	N
607	2661	2662	noun	2662	-	-	O	n	0	sg	607	TWEEDE HOOFDSTUK
608	2667	2668	noun	2668	-	-	O	n	0	sg	69	de beurs
609	2671	2672	noun	2672	-	-	O	fm	1	sg	609	de voorjaarsveiling
610	2685	2685	pronoun	2685	-	1	O	fm	1	pl	197	ons
611	2689	2691	name	2691	ORG	-	O	n	0	pl	55	Busselinck & Waterman
612	2697	2699	noun	2699	-	-	O	n	0	sg	219	Een vreemde wereld
613	2701	2701	pronoun	2701	-	3	O	fm	1	sg	609	Men
614	2708	2708	pronoun	2708	-	3	O	fm	1	sg	609	men
615	2712	2713	noun	2713	-	-	O	n	0	sg	69	de beurs
616	2717	2717	pronoun	2717	-	2	O	fm	1	sg	1	u
617	2719	2719	pronoun	2719	-	3	O	n	0	pl	55	ze
618	2724	2726	name	2726	PER	-	O	n	0	both	55	Busselinck & Waterman
619	2729	2729	pronoun	2729	-	1	O	m	1	sg	1	ik
620	2731	2731	pronoun	2731	-	1	O	m	1	sg	1	mij
621	2732	2734	name	2734	MISC	-	O	n	0	both	621	Ludwig Stern aftenemen
622	2737	2737	pronoun	2737	-	1	O	m	1	sg	1	ik
623	2741	2741	pronoun	2741	-	2	O	fm	1	sg	1	gij
624	2743	2744	noun	2744	-	-	O	n	0	sg	69	de beurs
625	2749	2749	pronoun	2749	-	1	O	m	1	sg	1	ik
626	2750	2750	pronoun	2750	-	2	O	fm	1	sg	1	u
627	2754	2754	name	2754	PER	-	O	-	1	sg	93	Stern
628	2757	2757	noun	2757	-	-	O	mn	-	sg	93	huis
629	2760	2770	noun	2760	-	-	O	m	1	sg	3	koffie te Hamburg , dat altijd door Last & Co is
630	2762	2762	name	2762	LOC	-	O	n	0	sg	630	Hamburg
631	2764	2764	pronoun	2764	-	3	O	n	0	sg	630	dat
632	2767	2769	name	2769	PER	-	O	n	1	pl	193	Last & Co
633	2777	2777	pronoun	2777	-	1	O	m	1	sg	1	ik
634	2781	2781	pronoun	2781	-	1	O	m	1	sg	1	ik
635	2784	2789	noun	2785	-	-	O	n	0	sg	635	de knoeierij van Busselinck & Waterman
636	2787	2789	name	2789	ORG	-	O	n	0	both	55	Busselinck & Waterman
637	2791	2791	pronoun	2791	-	3	O	fm	1	pl	56	Zij
638	2793	2798	noun	2795	-	-	O	n	0	sg	638	een kwart procent van de courtage
639	2797	2798	noun	2798	-	-	O	n	0	sg	639	de courtage
640	2815	2815	pronoun	2815	-	1	O	m	1	sg	1	ik
641	2819	2820	noun	2820	-	-	O	-	-	sg	641	dien slag
642	2823	2827	noun	2824	-	-	O	n	0	sg	424	Een ander in mijn plaats
643	2826	2827	noun	2827	-	-	O	n	0	sg	533	mijn plaats
644	2826	2826	pronoun	2826	-	1	O	m	1	sg	1	mijn
645	2831	2832	name	2832	PER	-	O	m	1	sg	93	Ludwig Stern
646	2835	2835	pronoun	2835	-	3	O	m	1	sg	93	hij
647	2843	2843	pronoun	2843	-	3	O	m	1	sg	93	hij
648	2846	2854	noun	2846	-	-	O	n	0	sg	648	konsideratie om de langdurige diensten van Last & Co
649	2848	2854	noun	2850	-	-	O	-	-	pl	649	de langdurige diensten van Last & Co
650	2852	2854	name	2854	PER	-	O	n	1	pl	193	Last & Co
651	2856	2856	pronoun	2856	-	1	O	m	1	sg	1	ik
652	2860	2861	noun	2861	-	-	O	n	0	sg	193	de firma
653	2868	2869	noun	2869	-	-	O	n	0	sg	653	vier ton
654	2871	2871	name	2871	PER	-	O	m	1	sg	93	Stern
655	2875	2876	noun	2876	-	-	O	-	-	sg	655	Die konnexie
656	2879	2881	noun	2881	-	-	O	n	0	sg	656	't kontinentaal stelsel
657	2884	2884	pronoun	2884	-	1	O	fm	1	pl	197	wij
658	2885	2885	noun	2885	-	-	O	-	-	sg	658	dekoloniale
659	2886	2886	noun	2886	-	-	O	n	0	pl	659	waren
660	2889	2889	name	2889	LOC	-	O	n	0	both	660	Helgoland
661	2896	2897	noun	2897	-	-	O	n	0	sg	424	'n ander
662	2907	2907	noun	2907	-	-	O	-	-	sg	662	onderkruipen
663	2909	2909	pronoun	2909	-	1	O	m	1	sg	1	ik
664	2912	2912	pronoun	2912	-	1	O	m	1	sg	1	Ik
665	2915	2915	name	2915	LOC	-	O	n	0	both	665	Polen
666	2921	2921	pronoun	2921	-	1	O	m	1	sg	1	me
667	2922	2922	noun	2922	-	-	O	n	0	sg	667	pen
668	2924	2924	noun	2924	-	-	O	n	0	sg	11	papier
669	2931	2933	noun	2933	-	-	O	n	0	sg	669	de groote uitbreiding
670	2934	2934	pronoun	2934	-	-	O	n	0	sg	669	die
671	2935	2936	noun	2936	-	-	O	n	0	pl	671	onze zaken
672	2935	2935	pronoun	2935	-	1	O	fm	1	pl	197	onze
673	2945	2950	noun	2948	-	-	O	n	0	pl	673	de vele geëerde orders uit Noord-Duitschland
674	2950	2950	name	2950	LOC	-	O	n	0	sg	674	Noord-Duitschland
675	2954	2956	noun	2956	-	-	O	-	-	sg	335	de zuivere waarheid
676	2960	2961	noun	2961	-	-	O	n	0	sg	669	die uitbreiding
677	2965	2966	noun	2966	-	-	O	fm	1	sg	677	ons personeel
678	2965	2965	pronoun	2965	-	1	O	fm	1	pl	197	ons
679	2972	2973	noun	2973	-	-	O	-	-	sg	83	de waarheid
680	2978	2979	noun	2979	-	-	O	-	1	sg	680	de boekhouder
681	2983	2984	noun	2984	-	-	O	n	0	sg	409	't kantoor
682	2987	2988	noun	2988	-	-	O	n	0	sg	682	zijn bril
683	2987	2987	pronoun	2987	-	3	O	-	1	sg	680	zijn
684	2994	2994	pronoun	2994	-	3	O	-	1	sg	680	zich
685	2995	2996	noun	2996	-	-	O	n	0	sg	685	de behoefte
686	2998	2998	noun	2998	-	-	O	n	0	sg	686	gevoelen
687	3000	3003	noun	3003	-	-	O	fm	1	pl	687	fatsoenlijke , welopgevoede jongelieden
688	3006	3010	noun	3007	-	-	O	n	0	sg	688	de korrespondentie in het duitsch
689	3009	3010	name	3010	-	-	O	n	0	sg	689	het duitsch
690	3019	3019	name	3019	LOC	-	O	n	0	sg	690	Amsterdam
691	3023	3025	noun	3025	-	-	O	n	0	pl	691	de vereischte bekwaamheden
692	3030	3031	noun	3031	-	-	O	n	0	sg	93	een huis
693	3032	3032	pronoun	3032	-	3	O	n	0	sg	93	dat
694	3033	3033	pronoun	3033	-	3	O	n	0	sg	690	zich
695	3038	3040	noun	3040	-	-	O	-	-	sg	335	de zuivere waarheid
696	3046	3046	noun	3046	-	-	O	n	0	sg	696	ligtzinnigheid
697	3048	3048	noun	3048	-	-	O	n	0	sg	697	onzedelijkheid
698	3058	3060	noun	3060	-	-	O	fm	1	pl	698	het getal fortuinzoekers
699	3067	3068	noun	3068	-	-	O	n	0	sg	699	de noodzakelijkheid
700	3070	3074	noun	3070	-	-	O	n	0	sg	700	soliditeit van gedrag , hand-aan-hand
701	3072	3072	noun	3072	-	-	O	n	0	sg	701	gedrag
702	3074	3074	noun	3074	-	-	O	-	-	sg	702	hand-aan-hand
703	3079	3082	noun	3079	-	-	O	n	0	sg	700	soliditeit in de uitvoering
704	3081	3082	noun	3082	-	-	O	n	0	sg	704	de uitvoering
705	3085	3087	noun	3087	-	-	O	n	0	pl	673	de gegeven orders
706	3092	3094	noun	3094	-	-	O	n	0	sg	706	waarachtig , alles
707	3095	3097	noun	3097	-	-	O	-	-	sg	335	de zuivere waarheid
708	3101	3103	noun	3103	-	-	O	n	0	sg	93	zulk een huis
709	3105	3105	pronoun	3105	-	1	O	m	1	sg	1	ik
710	3107	3109	name	3109	PER	-	O	n	1	pl	193	Last & Co
711	3111	3113	noun	3111	-	-	O	fm	1	pl	56	makelaars in koffie
712	3113	3113	noun	3113	-	-	O	m	1	sg	3	koffie
713	3115	3115	noun	3115	-	-	O	-	-	sg	4	Lauriergracht
714	3116	3117	name	3117	-	-	O	n	0	-	714	N °
715	3116	3116	name	3116	-	-	O	n	0	sg	42	N
716	3122	3124	noun	3124	-	-	O	n	0	sg	235	omzichtig genoeg wezen
717	3130	3130	noun	3130	-	-	O	-	-	sg	717	sujetten
718	3132	3133	noun	3133	-	-	O	n	0	sg	335	Dit alles
719	3135	3137	noun	3137	-	-	O	n	0	sg	335	de zuivere waarheid
720	3142	3142	pronoun	3142	-	2	O	fm	1	sg	1	ge
721	3146	3148	name	3148	-	-	O	m	1	sg	721	de jonge Duitscher
722	3150	3150	pronoun	3150	-	-	O	m	1	sg	721	die
723	3152	3156	noun	3153	-	-	O	n	0	sg	69	de beurs bij pilaar 17
724	3162	3167	noun	3163	-	-	O	f	1	sg	189	de dochter van Busselinck & Waterman
725	3165	3167	name	3167	ORG	-	O	n	0	both	55	Busselinck & Waterman
726	3169	3170	name	3170	PER	-	O	f	1	sg	726	Onze Marie
727	3169	3169	pronoun	3169	-	1	O	fm	1	pl	197	Onze
728	3174	3176	noun	3174	-	-	O	f	1	sg	726	dertien in September
729	3176	3176	name	3176	MISC	-	O	n	0	sg	729	September
730	3180	3180	pronoun	3180	-	1	O	m	1	sg	1	ik
731	3181	3182	noun	3182	-	-	O	n	0	sg	731	de eer
732	3186	3188	name	3188	PER	-	O	-	-	sg	732	den heer Saffeler
733	3192	3192	name	3192	PER	-	O	-	-	sg	732	Saffeler
734	3195	3195	name	3195	PER	-	O	m	1	sg	93	Stern
735	3198	3202	noun	3200	-	-	O	fm	1	sg	735	de geachte chef der firma
736	3201	3202	noun	3202	-	-	O	n	0	sg	193	der firma
737	3204	3207	name	3207	PER	-	O	m	1	sg	93	de heer Ludwig Stern
738	3209	3210	noun	3210	-	-	O	m	1	sg	738	een zoon
739	3213	3216	noun	3214	-	-	O	m	1	sg	93	den heer Ernest Stern
740	3215	3216	name	3216	PER	-	O	m	1	sg	93	Ernest Stern
741	3218	3218	pronoun	3218	-	-	O	m	1	sg	93	die
742	3220	3223	noun	3220	-	-	O	-	-	sg	742	volmaking zijner kommercieele kennis
743	3221	3223	noun	3223	-	-	O	-	-	sg	743	zijner kommercieele kennis
744	3228	3230	noun	3230	-	-	O	n	0	sg	93	een hollandsch huis
745	3237	3237	pronoun	3237	-	1	O	m	1	sg	1	ik
746	3245	3245	pronoun	3245	-	1	O	m	1	sg	1	ik
747	3253	3260	noun	3254	-	-	O	n	0	sg	747	de geschiedenis der dochter van Busselinck & Waterman
748	3255	3260	noun	3256	-	-	O	f	1	sg	189	der dochter van Busselinck & Waterman
749	3258	3260	name	3260	ORG	-	O	n	0	pl	55	Busselinck & Waterman
750	3278	3278	pronoun	3278	-	1	O	m	1	sg	1	mijn
751	3288	3288	pronoun	3288	-	3	O	n	0	pl	55	ze
752	3293	3293	pronoun	3293	-	1	O	m	1	sg	1	me
753	3297	3297	pronoun	3297	-	1	O	m	1	sg	1	ik
754	3299	3301	noun	3300	-	-	O	n	0	sg	754	het oog dáárop
755	3307	3310	name	3310	PER	-	O	mn	1	sg	93	den heer Ernest Stern
756	3315	3320	noun	3317	-	-	O	n	0	sg	688	de duitsche korrespondentie van ons huis
757	3319	3320	noun	3320	-	-	O	n	0	sg	93	ons huis
758	3319	3319	pronoun	3319	-	1	O	fm	1	pl	197	ons
759	3323	3323	noun	3323	-	-	O	n	0	sg	759	kiesheid
760	3325	3325	pronoun	3325	-	1	O	m	1	sg	1	ik
761	3329	3329	noun	3329	-	-	O	n	0	sg	761	honorarium
762	3331	3331	noun	3331	-	-	O	n	0	sg	762	salaris
763	3334	3334	pronoun	3334	-	1	O	m	1	sg	1	ik
764	3342	3345	name	3345	PER	-	O	m	1	sg	93	de heer Ernest Stern
765	3346	3350	noun	3347	-	-	O	n	0	sg	765	het verblijf ten onzen huize
766	3349	3350	noun	3350	-	-	O	n	0	sg	766	onzen huize
767	3349	3349	pronoun	3349	-	1	O	m	1	sg	1	onzen
768	3352	3353	name	3353	PER	-	O	-	-	sg	42	Lauriergracht N
769	3362	3363	noun	3363	-	-	O	f	1	sg	189	mijn vrouw
770	3362	3362	pronoun	3362	-	1	O	m	1	sg	1	mijn
771	3364	3364	pronoun	3364	-	3	O	m	1	sg	93	zich
772	3368	3369	noun	3369	-	-	O	f	1	sg	365	een moeder
773	3371	3371	pronoun	3371	-	3	O	m	1	sg	93	hem
774	3377	3380	noun	3378	-	-	O	n	0	sg	774	zijn linnengoed in huis
775	3377	3377	pronoun	3377	-	3	O	m	1	sg	93	zijn
776	3380	3380	noun	3380	-	-	O	n	0	sg	93	huis
777	3385	3385	pronoun	3385	-	3	O	n	0	sg	335	Dit
778	3387	3389	noun	3389	-	-	O	n	0	sg	335	de zuivere waarheid
779	3392	3392	name	3392	PER	-	O	f	1	sg	726	Marie
780	3404	3404	pronoun	3404	-	1	O	fm	1	pl	197	ons
781	3405	3406	name	3406	LOC	-	O	m	1	sg	781	de Heer
782	3413	3413	pronoun	3413	-	3	O	f	1	sg	726	Die
783	3415	3415	pronoun	3415	-	3	O	m	1	sg	781	hij
784	3417	3418	noun	3418	-	-	O	n	0	sg	784	zijn zak
785	3417	3417	pronoun	3417	-	3	O	m	1	sg	781	zijn
786	3422	3423	name	3423	MISC	-	O	n	0	pl	786	de Sterns
787	3428	3428	pronoun	3428	-	1	O	m	1	sg	1	ik
788	3430	3431	noun	3431	-	-	O	n	0	sg	788	mijn brief
789	3430	3430	pronoun	3430	-	1	O	m	1	sg	1	mijn
790	3433	3433	pronoun	3433	-	2	O	fm	1	sg	1	Ge
791	3436	3438	name	3438	PER	-	O	n	-	sg	93	de oude Stern
792	3442	3444	name	3444	ORG	-	O	n	0	both	55	Busselinck & Waterman
793	3449	3452	noun	3450	-	-	O	n	0	sg	793	de jonge bij ons
794	3452	3452	pronoun	3452	-	1	O	fm	1	pl	197	ons
795	3454	3455	noun	3455	-	-	O	n	0	sg	409	't kantoor
796	3458	3458	pronoun	3458	-	1	O	m	1	sg	1	Ik
797	3463	3464	noun	3464	-	-	O	n	0	sg	797	het antwoord
798	3472	3473	noun	3473	-	-	O	n	0	sg	798	mijn boek
799	3472	3472	pronoun	3472	-	1	O	m	1	sg	1	mijn
800	3479	3479	pronoun	3479	-	1	O	m	1	sg	1	ik
801	3483	3484	name	3484	LOC	-	O	n	0	sg	801	de Kalverstraat
802	3491	3492	noun	3492	-	-	O	n	0	sg	802	den winkel
