id	gender	human	number	size	firstmention	mentions	label
1182	fm	1	pl	1	1182	1182	kunstenaars
1189	n	0	pl	2	1189	1194,1189	de spoorboekjes
1198	n	0	sg	2	1198	1404,1198	't noordwesten
1203	n	0	pl	1	1203	1203	Wolken
1206	n	0	sg	4	1206	1946,2478,1206,2607	uitgestrekte arm
1212	fm	1	pl	1	1212	1212	wij
1213	n	0	sg	2	1213	1282,1213	Driehuis
1215	n	0	sg	1	1215	1215	de Kalverstraat
1216	n	0	sg	3	1216	1216,2100,2092	je rug naar 't water
1217	fm	1	sg	2	1217	1217,1219	je
1225	n	0	sg	3	1225	1225,1851,1812	dat weemoedige geluid achter je
1226	fm	1	sg	3	1226	1233,1226,1235	je
1234	n	0	sg	1	1234	1234	je eigen naam
1239	n	0	sg	1	1239	1239	een brokkie
1240	n	0	sg	2	1240	1240,1258	linnen
1241	n	0	sg	2	1241	1241,1259	verf
1244	-	-	pl	1	1244	1244	ze
1245	-	-	pl	1	1245	1245	mekaar
1247	n	0	sg	2	1247	1248,1247	een spelletje
1251	n	0	sg	1	1251	1251	éen dom hoofd
1252	m	1	sg	2	1252	1252,1262	één domme rechterhand
1253	n	0	sg	2	1253	2376,1253	één schilderijtje te gelijk
1269	fm	1	sg	1	1269	1269	je
1270	fm	1	sg	2	1270	1270,1271	ik
1272	n	0	pl	1	1272	1272	spoorwegboekjes
1275	n	0	sg	2	1275	2586,1275	vrede
1284	-	-	sg	1	1284	1284	trek in koffie
1285	m	1	sg	1	1285	1285	koffie
1295	n	0	sg	2	1295	2355,1295	Een weinig drank
1296	n	0	sg	1	1296	1296	de weemoed
1297	n	0	sg	1	1297	1297	de somberheid
1299	n	0	sg	1	1299	1299	de eenzaamheid van zijn Duitsche kosthuis Dante
1300	m	1	pl	2	1300	1314,1300	zijn Duitsche kosthuis Dante
1303	n	0	sg	1	1303	1303	een groot doek in z'n hoofd
1306	n	0	sg	1	1306	1306	een gezicht op Rhenen
1307	n	0	sg	6	1307	2449,1698,1336,2457,1482,1307	Rhenen
1312	n	0	sg	1	1312	1312	z'n sociale taak
1316	n	0	sg	1	1316	1316	De koele wind
1318	-	-	sg	2	1318	1320,1318	De zee ruischte klagend
1327	n	0	pl	1	1327	1327	hun grenzen
1332	n	0	sg	2	1332	1332,1334	mijn best
1338	n	0	sg	2	1338	1338,2181	de schemering
1339	n	0	sg	1	1339	1339	de brug over den spoorweg
1340	n	0	sg	3	1340	2547,1340,2541	den spoorweg
1341	n	0	sg	2	1341	1400,1341	't Noorden
1343	n	0	sg	2	1343	1362,1343	de spoorlijn tot den gezichtseinder
1345	fn	-	sg	8	1345	1345,1377,1452,1357,2452,1467,1403,1470	de berg
1346	n	0	sg	1	1346	1346	lichtgroen gras
1347	n	0	sg	2	1347	1347,1527	donkergroene brem vol gele bloemen
1350	n	0	pl	3	1350	1370,1350,1351	de bergwanden
1352	n	0	sg	1	1352	1352	de vlakte
1354	n	0	sg	1	1354	1354	de aarde
1358	n	0	sg	1	1358	1358	de spleet
1361	n	0	sg	1	1361	1361	een paal aan de spoorlijn
1367	n	0	sg	2	1367	1384,1367	Holland
1368	n	0	sg	1	1368	1368	de plaats
1373	n	0	sg	1	1373	1373	brief
1380	n	0	sg	1	1380	1380	den loop van den tijd
1381	-	-	pl	1	1381	1381	zeven teekeningetjes
1383	n	0	pl	1	1383	1383	twee heel kleine versjes
1386	n	0	sg	1	1386	1386	armoe
1387	n	0	pl	1	1387	1387	artikeltjes
1388	n	0	pl	1	1388	1388	verhaaltjes
1389	n	0	sg	1	1389	1389	't buurtje waar ik zoo lang gewoond had
1391	n	0	pl	1	1391	1391	mijn laatste twee rijksdaalders
1396	n	0	sg	2	1396	1396,1517	mijn afwezigheid
1398	n	0	sg	2	1398	1699,1398	de hoofdstad der wereld
1406	n	0	sg	1	1406	1406	't bruggetje
1407	-	-	sg	2	1407	1588,1407	de oneindigheid
1409	n	0	sg	1	1409	1409	mijn elboog
1411	n	0	sg	1	1411	1411	de leuning
1412	n	0	sg	1	1412	1412	m'n kin met m'n hand
1420	n	0	pl	1	1420	1420	de groene golven van den Atlantischen oceaan
1421	n	0	sg	2	1421	1435,1421	den Atlantischen oceaan
1422	n	0	both	1	1422	1422	den Atlantischen
1425	n	0	pl	1	1425	1425	scherpe randen
1426	n	0	pl	1	1426	1426	holle flanken
1427	-	-	sg	1	1427	1427	nog oploopen
1428	n	0	pl	1	1428	1428	de gele lichten in de armelijke buurtwinkeltjes in Amsterdam , die ik nu spoedig weer zou zien en die iederen avond hadden geschenen
1429	n	0	pl	1	1429	1429	de armelijke buurtwinkeltjes in Amsterdam , die ik nu spoedig weer zou zien en die iederen avond hadden geschenen
1431	-	-	sg	1	1431	1431	die
1433	-	-	pl	1	1433	1433	die
1436	n	0	pl	2	1436	1536,1436	de vage verwachtingen van vroeger
1438	n	0	sg	1	1438	1438	het verlangen
1439	n	0	sg	2	1439	1440,1439	een gevoel
1442	n	0	pl	1	1442	1442	mijn verwachtingen
1444	n	0	pl	2	1444	1537,1444	mijn verlangens
1447	-	-	sg	1	1447	1447	tusschenpoozen
1448	n	0	sg	2	1448	1448,2447	zijn gezicht
1450	n	0	sg	1	1450	1450	Rhenen , aan de rivier
1451	n	0	sg	3	1451	1451,2451,1837	de rivier
1453	n	0	both	2	1453	1453,2453	den Cuneratoren
1454	-	-	sg	3	1454	1529,2454,1454	de bloeiende appelboomen
1457	n	0	sg	1	1457	1457	't stadje
1458	-	-	pl	5	1458	1458,1460,1530,2460,2458	de kastanjes met hun witte en roode bloemen
1459	n	0	sg	2	1459	1459,2459	hun witte
1462	n	0	sg	1	1462	1462	de bruine
1463	-	-	pl	1	1463	1463	tusschen
1464	n	0	pl	2	1464	1464,1612	de huizen in de hoogte
1465	-	-	sg	13	1465	2464,2496,2466,2471,2474,2476,2477,2479,2482,2484,2486,1465,2492	de hoogte
1466	n	0	sg	2	1466	1466,2463	't molentje ergens op den berg
1469	n	0	sg	2	1469	1469,1471	't villaatje op den berg
1474	n	0	pl	1	1474	1474	gedichtjes
1484	n	0	pl	2	1484	1484,1493	de verten
1485	n	0	sg	2	1485	1497,1485	mijn hart
1488	n	0	pl	1	1488	1488	de roode luchten
1490	n	0	sg	1	1490	1490	't westen
1496	-	-	sg	1	1496	1496	het nabije
1509	n	0	pl	1	1509	1509	der witte wolken
1510	n	0	pl	2	1510	1524,1510	de donkere luchten
1511	n	0	pl	1	1511	1511	de bladen
1512	n	0	pl	1	1512	1512	de bladerlooze kruinen
1513	n	0	pl	1	1513	1513	de armoedige drassige weilanden
1514	-	-	sg	1	1514	1514	die
1519	mn	-	sg	2	1519	1522,1519	die
1523	-	-	pl	1	1523	1523	die
1528	n	0	pl	1	1528	1528	de seringen
1532	n	0	sg	1	1532	1532	ontroering
1539	n	0	sg	1	1539	1539	mijn hoofd
1541	n	0	pl	1	1541	1541	Zijn velden
1543	n	0	pl	1	1543	1543	zijn tuinen
1547	f	1	pl	2	1547	1554,1547	statige vrouwen
1549	n	0	sg	1	1549	1549	't eindelooze gebied
1550	-	-	sg	1	1550	1550	't zelfde
1551	n	0	sg	1	1551	1551	breede
1552	-	-	sg	1	1552	1552	stroomen er door met vele bochten
1557	n	0	pl	1	1557	1557	de rivieren mijner gedachten
1562	n	0	sg	1	1562	1562	mijn lijf
1564	n	0	sg	1	1564	1564	't water stroomen
1565	n	0	sg	1	1565	1565	voortdurend stroomen naar 't onbekende
1566	-	-	sg	2	1566	1566,1567	't onbekende
1573	n	0	pl	1	1573	1573	mijn tuinen
1575	-	-	sg	1	1575	1575	de wind ruischen door de hooge dennen
1576	n	0	pl	1	1576	1576	de hooge dennen
1577	n	0	pl	1	1577	1577	de wouden der zekerheid
1578	-	-	sg	1	1578	1578	der zekerheid
1584	n	0	sg	1	1584	1584	ootmoed
1590	n	0	sg	3	1590	1592,1590,1591	Gods doel
1593	n	0	sg	1	1593	1593	voortduring
1595	-	-	sg	1	1595	1595	negenen in Amsterdam
1597	n	0	sg	1	1597	1597	't plein voor 't Centraalstation
1598	n	0	sg	3	1598	2493,1598,1839	't Centraalstation
1603	n	0	pl	1	1603	1603	huurauto's
1604	fm	1	pl	1	1604	1604	agenten
1605	-	-	sg	1	1605	1605	politie
1606	n	0	pl	2	1606	1609,1606	petten
1607	f	1	sg	1	1607	1607	helmen
1608	n	0	sg	1	1608	1608	't Damrak
1611	n	0	pl	1	1611	1611	de achterkanten van de huizen van de Warmoesstraat
1613	n	0	sg	1	1613	1613	de Warmoesstraat
1616	n	0	both	2	1616	1616,1841	de Oudekerk aan 't eind er boven
1618	-	-	pl	1	1618	1618	die
1619	n	0	sg	1	1619	1619	een kreukel in hun jas
1620	n	0	sg	3	1620	1636,1620,1637	hun jas
1622	n	0	sg	1	1622	1622	een spatje modder op hun schoenen
1623	-	-	pl	1	1623	1623	hun schoenen
1629	-	-	pl	1	1629	1629	elkaar
1630	-	-	sg	1	1630	1630	Hun kleeding
1632	n	0	sg	2	1632	1632,1720	een kleinigheid
1635	n	0	sg	1	1635	1635	't reine
1638	n	0	sg	2	1638	1638,1639	een vest
1640	f	1	sg	3	1640	1640,1641,1793	een fatsoenlijke vrouw
1642	f	1	sg	2	1642	1642,1643	een meid
1645	n	0	sg	1	1645	1645	hun stand
1648	n	0	sg	1	1648	1648	't Rokin
1650	n	0	sg	2	1650	1650,1658	lijn
1652	n	0	sg	4	1652	1680,1666,1652,1654	de Nieuwezijds Voorburgwal
1656	fm	1	both	1	1656	1656	je
1657	n	0	sg	1	1657	1657	den eenen kant
1659	n	0	sg	1	1659	1659	de lijn bij uitnemendheid der nette en gewichtige heeren
1660	-	-	sg	1	1660	1660	uitnemendheid der nette en gewichtige heeren
1665	n	0	sg	2	1665	1665,2354	het zonnetje op den Voorburgwal
1667	n	0	sg	1	1667	1667	't groen der boompjes
1668	n	0	pl	1	1668	1668	der boompjes
1671	n	0	sg	2	1671	1690,1671	de Nieuwe kerk
1679	fm	1	pl	6	1679	1712,1706,1707,1709,1710,1679	zonnigen winterdag
1682	-	-	sg	1	1682	1682	die kerk geloopen
1684	n	0	sg	1	1684	1684	de heele breedte van de straat
1691	n	0	sg	1	1691	1691	dezelfde wagen
1693	n	0	sg	1	1693	1693	dezelfde plaats door die schaduw
1704	n	0	both	1	1704	1704	de rechtbank des Heeren
1708	n	0	sg	1	1708	1708	hun stomme aplomb
1711	-	-	pl	1	1711	1711	hun gepoetste schoenen
1713	n	0	pl	6	1713	1713,1715,1716,1718,1722,1725	die nette scheidingen in hun haar
1714	n	0	sg	1	1714	1714	hun haar
1717	n	0	sg	1	1717	1717	hun stupide vertoon van meerderheid
1719	-	-	sg	1	1719	1719	meerderheid
1721	n	0	pl	1	1721	1721	die gezichten
1726	m	1	pl	2	1726	1729,1726	idealistische jongelingen
1727	n	0	pl	1	1727	1727	gedichtjes
1728	n	0	pl	1	1728	1728	schilderijtjes
1730	f	1	sg	1	1730	1730	een meisje met een viool
1731	n	0	sg	1	1731	1731	een viool
1733	n	0	pl	1	1733	1733	haar zwarte oogjes
1735	n	0	pl	1	1735	1735	de puntjes van haar schoentjes
1736	n	0	pl	1	1736	1736	haar schoentjes
1739	n	0	sg	2	1739	1739,1741	de ronding van haar zomermanteltje
1740	n	0	sg	1	1740	1740	haar zomermanteltje
1746	n	0	sg	1	1746	1746	een straatje van den tweeden rang
1747	n	0	sg	1	1747	1747	den tweeden rang
1748	n	0	sg	1	1748	1748	't Concertgebouw
1751	n	0	sg	1	1751	1751	een zitkamer
1753	n	0	sg	2	1753	1753,1755	duur kleed
1756	n	0	sg	2	1756	1756,1758	pluche
1757	n	0	pl	1	1757	1757	z'n stoelen bekleed met geel moquette
1759	n	0	sg	1	1759	1759	geel moquette
1760	n	0	sg	2	1760	1760,2332	den schoorsteen
1761	n	0	sg	1	1761	1761	een zwarte pendule met candelabres
1762	-	-	sg	1	1762	1762	candelabres
1765	n	0	sg	1	1765	1765	een bronzen paard
1767	-	-	pl	1	1767	1767	dure bazars
1770	n	0	sg	2	1770	1770,1799	de punt van een
1775	n	0	sg	1	1775	1775	de ouwe stomme streek
1776	n	0	sg	1	1776	1776	een naaktfiguur van hem
1778	n	0	both	1	1778	1778	De Wellust
1780	f	1	sg	2	1780	1780,1781	de dame
1784	n	0	sg	1	1784	1784	een fatsoenlijk tijdschrift
1786	n	0	pl	1	1786	1786	gemeubileerde kamers
1787	f	1	sg	5	1787	1920,1796,1911,1817,1787	een nette weduwe met drie namen
1789	m	1	sg	4	1789	1901,1795,1900,1789	een vrouwelijke advocaat in huis
1791	n	0	sg	1	1791	1791	een assistent-resident met verlof
1792	n	0	sg	1	1792	1792	verlof
1794	fm	1	sg	1	1794	1794	kind
1797	f	1	sg	2	1797	2369,1797	Schoenen
1800	n	0	sg	1	1800	1800	mijn stoel
1802	n	0	sg	1	1802	1802	de gedraaide poot van de tafel
1804	n	0	sg	1	1804	1804	de vergulde lijst van den spiegel
1805	n	0	sg	1	1805	1805	den spiegel
1811	n	0	sg	1	1811	1811	een daas
1823	-	-	sg	1	1823	1823	te veel
1829	n	0	sg	1	1829	1829	mijn oogen
1833	n	0	pl	1	1833	1833	Vage visioenen
1835	n	0	both	1	1835	1835	de Cunera
1836	n	0	both	1	1836	1836	den hoek van den Grebbeberg
1838	n	0	sg	1	1838	1838	't zonnige plein voor 't Centraalstation
1840	n	0	sg	1	1840	1840	de blinkende wijzerplaat van de Oudekerk
1843	n	0	pl	1	1843	1843	de geschilderde vlammen van 't nagemaakte eikenhout van die deur
1844	n	0	sg	1	1844	1844	't nagemaakte eikenhout van die deur
1849	n	0	sg	1	1849	1849	mijn tong
1852	n	0	sg	2	1852	2528,1852	m'n mond
1856	n	0	sg	6	1856	1856,1909,1862,1903,1863,1887	Z'n atelier
1867	n	0	sg	1	1867	1867	z'n huis
1870	n	0	sg	2	1870	1874,1870	een kast
1876	n	0	pl	1	1876	1876	De gangetjes
1877	-	-	sg	1	1877	1877	de loopertjes
1878	n	0	pl	1	1878	1878	de trapjes naar rato
1879	m	1	sg	1	1879	1879	rato
1880	n	0	pl	1	1880	1880	dunne spijltjes
1886	n	0	sg	1	1886	1886	't bekende licht van 't atelier
1888	n	0	sg	1	1888	1888	De ezel
1889	n	0	sg	1	1889	1889	een dure stoel
1890	n	0	sg	2	1890	1978,1890	een clubstoel
1894	n	0	pl	1	1894	1894	portretten
1895	f	1	pl	1	1895	1895	dames
1899	n	0	sg	2	1899	1913,1899	een pas begonnen portret van de vrouwelijke advocaat
1905	f	1	sg	1	1905	1905	de advocate
1906	f	1	sg	1	1906	1906	mevrouw
1907	n	0	sg	1	1907	1907	een deel van de zolder voor atelier
1908	n	0	sg	1	1908	1908	de zolder voor atelier
1910	n	0	sg	2	1910	2032,1910	eenige moeite
1914	f	1	sg	1	1914	1914	een juffrouw van den Willemsparkweg met winterhoed , boa en mof
1915	n	0	both	1	1915	1915	den Willemsparkweg
1916	-	-	sg	1	1916	1916	winterhoed
1917	n	0	sg	1	1917	1917	boa
1918	fm	1	sg	1	1918	1918	mof
1919	n	0	sg	1	1919	1919	haar kleeren
1922	m	1	sg	5	1922	2226,1922,2227,2279,1929	lid van
1923	f	1	sg	1	1923	1923	Arti
1931	n	0	pl	1	1931	1931	Drie of vier betrekkingen
1934	m	1	sg	13	1934	1953,1957,2444,2413,1934,2446,2448,1939,2429,1944,2426,1947,1949	Z'n vader
1936	n	0	sg	1	1936	1936	een betrekkinkje voor 'm
1938	n	0	sg	2	1938	1938,2390	de gasfabriek
1940	n	0	sg	1	1940	1940	een uniformpet
1941	n	0	pl	1	1941	1941	drie kruisjes
1942	m	1	sg	1	1942	1942	G. G.
1945	n	0	sg	1	1945	1945	een boekje onder z'n arm
1952	n	0	sg	1	1952	1952	een heel gezicht
1954	-	-	pl	4	1954	1960,1954,1965,1959	de halve stuivers
1955	n	0	pl	1	1955	1955	de muntmeters
1956	m	1	sg	2	1956	1970,1956	de andere vent
1961	n	0	sg	1	1961	1961	de meter
1969	n	0	sg	1	1969	1969	een eindje
1976	n	0	sg	2	1976	1976,1977	't Bokharakleedje
1979	n	0	pl	2	1979	1994,1979	de verlaten keien van de Linnaeusstraat en den hardsteenen trottoirband en de voeg
1981	n	0	both	1	1981	1981	den hardsteenen trottoirband
1982	n	0	sg	1	1982	1982	de voeg
1983	n	0	pl	1	1983	1983	twee stukken daarvan
1984	n	0	pl	2	1984	1984,1985	elkaar
1995	n	0	sg	1	1995	1995	't stof
1996	n	0	sg	1	1996	1996	de sproeiwagen
1997	n	0	sg	1	1997	1997	een nat stuk krant
2003	-	-	sg	1	2003	2003	diezelfde stem
2005	fm	1	sg	2	2005	2005,2007	me
2008	n	0	sg	1	2008	2008	een conferentie
2009	n	0	sg	1	2009	2009	de lentezon in de troostelooze
2010	-	-	sg	1	2010	2010	de troostelooze
2011	m	1	sg	1	2011	2011	Mijn God
2013	f	1	sg	1	2013	2013	't Meisje in de tram
2017	-	-	pl	1	2017	2017	de grachten
2019	n	0	sg	2	2019	2200,2019	de stoep
2021	n	0	both	1	2021	2021	Agentuur
2022	n	0	sg	5	2022	2289,2290,2291,2022,2174	Commissiehandel
2026	n	0	sg	1	2026	2026	een jongmensch met een vierkant hoofd
2027	n	0	sg	1	2027	2027	een vierkant hoofd
2028	-	-	sg	1	2028	2028	m'nheer Bekker op kantoor
2033	n	0	sg	1	2033	2033	de onderdeur
2036	-	-	sg	2	2036	2170,2036	de straatdeur
2040	n	0	sg	3	2040	2040,2137,2042	mijnheer op kantoor
2043	n	0	sg	1	2043	2043	den marmeren gang
2045	n	0	sg	1	2045	2045	rol loopergoed
2046	fm	1	sg	1	2046	2046	ik
2048	fm	1	sg	1	2048	2048	u
2049	fm	1	sg	1	2049	2049	mij
2052	n	0	sg	1	2052	2052	een smalle trap
2053	-	-	sg	1	2053	2053	die
2054	m	1	sg	2	2054	2056,2054	Boven
2055	n	0	pl	1	2055	2055	aan 't eind van een nauwen
2057	n	0	sg	1	2057	2057	't schemerige licht
2061	m	1	sg	5	2061	2066,2068,2069,2074,2061	zijn vriend
2071	-	-	sg	2	2071	2073,2071	Bekkers stem
2078	-	-	both	2	2078	2080,2078	Ik
2079	n	0	sg	1	2079	2079	een klein achterkantoortje
2083	n	0	sg	1	2083	2083	een zware rol pakpapier
2084	n	0	sg	1	2084	2084	een spil
2086	n	0	sg	1	2086	2086	leege paktafel
2087	n	1	pl	1	2087	2087	't Jongmensch
2088	n	0	sg	2	2088	2088,2089	een lessenaartje
2091	n	0	sg	2	2091	2091,2093	een schrijfmachine met z'n rug naar me toe
2096	n	0	sg	1	2096	2096	't stuk papier
2099	n	0	both	1	2099	2099	den breeden
2101	n	0	pl	1	2101	2101	de bonkige schouders van den kantoorbediende en naar den blinden
2102	n	0	sg	1	2102	2102	den kantoorbediende
2103	n	0	pl	1	2103	2103	naar den blinden
2107	-	-	sg	1	2107	2107	de baksteenen
2108	n	0	sg	3	2108	2108,2109,2110	dat brok steen
2112	fm	1	sg	1	2112	2112	De bediende
2117	-	-	pl	1	2117	2117	de stemmen van twee menschen
2119	n	0	sg	1	2119	2119	de gesloten deur
2121	n	0	sg	1	2121	2121	't geluid van Bekker
2123	n	0	pl	1	2123	2123	de woorden
2126	n	0	both	1	2126	2126	me si va nella città dolente
2135	m	1	sg	8	2135	2215,2210,2214,2135,2201,2204,2141,2206	een klant
2136	n	0	pl	1	2136	2136	Bordeaux
2145	n	0	sg	2	2145	2145,2148	Algiers
2149	fm	1	sg	2	2149	2149,2151	je
2153	n	0	sg	2	2153	2153,2198	mijn geld
2157	n	0	sg	1	2157	2157	een vreemde bij
2162	fm	1	sg	1	2162	2162	je
2165	n	0	pl	1	2165	2165	van die gesprekken onder nette lui
2166	fm	1	pl	1	2166	2166	nette lui
2173	n	0	sg	2	2173	2176,2173	't bordje
2175	m	1	sg	5	2175	2178,2194,2650,2190,2175	z'n oogen
2188	n	0	both	1	2188	2188	me si va tra la perduta gente , Koekebakker
2191	n	0	sg	1	2191	2191	mijn hand
2193	n	0	sg	1	2193	2193	z'n andere hand
2195	n	0	sg	1	2195	2195	m'n schouder
2197	fm	1	sg	1	2197	2197	je
2205	n	0	pl	2	2205	2208,2205	z'n zijden
2209	n	0	both	1	2209	2209	Rijk en welverzorgd
2212	n	0	sg	1	2212	2212	mijn hoed voor 'm
2218	m	1	sg	1	2218	2218	een Amsterdammer
2225	n	0	pl	1	2225	2225	de duiten
2229	n	0	sg	2	2229	2243,2229	Het Volk
2231	n	0	sg	1	2231	2231	't Leesmuseum
2232	n	1	pl	1	2232	2232	't Berliner Tageblatt
2237	n	0	sg	1	2237	2237	verval
2238	n	0	sg	1	2238	2238	Een nieuwe kunst
2239	m	1	sg	4	2239	2240,2241,2246,2239	opkomst
2242	fm	1	sg	1	2242	2242	ondertusschen Kunst
2245	m	1	sg	2	2245	2245,2247	Een metselaar
2248	-	-	sg	1	2248	2248	die smoessies
2250	n	0	sg	1	2250	2250	een verklaring
2251	fm	1	pl	1	2251	2251	Wij
2257	n	0	both	1	2257	2257	Polen
2259	n	0	both	1	2259	2259	proletarisch sentiment
2260	n	0	pl	1	2260	2260	burgerlijke ideologieën
2265	fm	1	sg	1	2265	2265	je
2269	m	1	sg	4	2269	2272,2273,2269,2270	die
2271	n	0	sg	1	2271	2271	een ander
2274	n	0	sg	1	2274	2274	margarine
2275	n	0	pl	3	2275	2275,2284,2391	de benauwde luchten
2281	n	0	sg	1	2281	2281	Eén geluk
2288	n	0	both	1	2288	2288	den agentuur
2293	-	-	sg	1	2293	2293	die
2295	n	0	pl	1	2295	2295	gedichtjes
2296	f	1	sg	1	2296	2296	dertien
2298	-	-	sg	1	2298	2298	buitenlandsche
2299	n	0	both	1	2299	2299	regenachtigen Decemberdag
2300	n	0	pl	4	2300	2336,2300,2325,2340	de lantaarns op de gracht
2301	-	-	sg	1	2301	2301	de gracht
2304	-	-	sg	1	2304	2304	z'n lessenaar
2313	n	0	sg	1	2313	2313	't gas
2314	n	0	sg	3	2314	2314,2316,2318	De prullemand
2317	m	1	sg	3	2317	2322,2317,2319	z'n elleboog
2320	n	0	sg	1	2320	2320	de heele rommel
2321	m	1	sg	3	2321	2321,2323,2326	Z'n bediende
2324	-	-	sg	1	2324	2324	de telefoon
2328	n	0	sg	1	2328	2328	een lijst met afvaarten van stoombooten
2329	n	0	pl	1	2329	2329	afvaarten van stoombooten
2330	-	-	sg	1	2330	2330	stoombooten
2331	n	0	sg	1	2331	2331	de laatste
2333	n	0	sg	1	2333	2333	een dik boek
2334	n	0	sg	1	2334	2334	een prachtuitgave van de Divina Commedia
2335	n	0	sg	1	2335	2335	de Divina Commedia
2337	n	0	sg	1	2337	2337	't laatste daglicht
2338	n	0	sg	2	2338	2338,2341	een wonderlijke vergissing
2343	n	0	sg	1	2343	2343	een kantoortje
2358	n	0	pl	1	2358	2358	schaakproblemen
2359	n	0	sg	1	2359	2359	Een voorstelling van de toekomst
2362	-	-	sg	1	2362	2362	Z'n tractement
2365	n	0	sg	2	2365	2365,2366	een weemoedig welbehagen
2368	-	-	pl	1	2368	2368	dassen
2370	-	-	pl	1	2370	2370	Z'n kleeren
2380	n	0	sg	1	2380	2380	de intocht van de koningin
2381	f	1	sg	1	2381	2381	de koningin
2382	n	0	sg	1	2382	2382	dat schilderijtje van Eerelman
2383	fm	1	sg	1	2383	2383	Eerelman
2385	n	1	pl	1	2385	2385	Odol
2387	n	0	sg	1	2387	2387	een mooi schilderij
2388	n	0	sg	1	2388	2388	een deftige apotheek
2394	m	1	sg	2	2394	2394,2402	't volgende kind
2395	fm	1	pl	3	2395	2409,2395,2396	De kinderen
2397	n	0	sg	1	2397	2397	die ééne kraan
2398	n	0	sg	1	2398	2398	dat ééne
2401	n	0	sg	1	2401	2401	district
2404	n	0	sg	1	2404	2404	't Chronische tekort in 't huishouden van den werkman
2405	n	0	sg	1	2405	2405	't huishouden van den werkman
2406	n	0	sg	1	2406	2406	den werkman
2407	n	0	pl	1	2407	2407	sigaren
2415	f	1	sg	3	2415	2420,2423,2415	Z'n vrouw
2419	n	0	sg	1	2419	2419	een schoone zakdoek
2421	-	-	pl	1	2421	2421	de lusten
2422	-	-	sg	1	2422	2422	die
2425	n	0	sg	2	2425	2425,2427	zolder bij z'n vader
2428	n	0	sg	3	2428	2432,2428,2623	z'n hok
2430	n	0	pl	1	2430	2430	de onderlijfjes van z'n zusters
2431	f	1	pl	1	2431	2431	z'n zusters
2441	n	0	sg	1	2441	2441	de strijd
2442	n	0	sg	1	2442	2442	mijn terugkomst
2450	n	0	pl	1	2450	2450	stukken
2462	-	-	pl	1	2462	2462	de bruine beuken
2465	n	0	sg	1	2465	2465	15 bij 12-1/2 centimeter
2467	n	0	sg	2	2467	2467,2469	een bot knipmes
2468	n	0	sg	1	2468	2468	Een heel werk
2470	n	0	sg	1	2470	2470	't Ding
2472	n	0	sg	1	2472	2472	totaal niks
2473	n	0	pl	1	2473	2473	vodden
2480	n	0	sg	1	2480	2480	de ruimte
2494	n	0	sg	1	2494	2494	de Parijzer trein van 8 uur
2495	n	0	both	1	2495	2495	Parijzer
2497	-	-	sg	1	2497	2497	kennis weg
2498	n	0	sg	1	2498	2498	een haarboer met lange zwarte lokken en heel veel baard
2499	n	0	pl	1	2499	2499	lange zwarte lokken
2500	-	-	sg	1	2500	2500	heel veel baard
2502	n	0	sg	1	2502	2502	een hoog voorhoofd met niets
2504	m	1	sg	9	2504	2530,2562,2565,2566,2504,2505,2570,2571,2512	de kap
2506	n	0	sg	1	2506	2506	een rossig schijnsel in de ruiten en 't vernis van de spoorwagens
2508	n	0	sg	1	2508	2508	't vernis van de spoorwagens
2509	-	-	pl	1	2509	2509	de spoorwagens
2514	n	0	pl	1	2514	2514	de wagens
2517	m	1	sg	2	2517	2521,2517	Een man met een seinlicht
2518	n	0	sg	1	2518	2518	een seinlicht
2522	n	0	sg	1	2522	2522	't voorbijloopen
2523	fm	1	sg	2	2523	2523,2524	een conducteur
2525	n	0	sg	1	2525	2525	een anderen trein
2526	n	0	sg	1	2526	2526	een beweging
2544	n	0	pl	1	2544	2544	de matglazen ruiten van den locomotievenstal
2545	n	0	both	1	2545	2545	den locomotievenstal
2546	n	0	sg	2	2546	2546,2548	rechts van den spoorweg
2549	fm	1	sg	1	2549	2549	Je
2558	n	0	pl	2	2558	2561,2558	Vier en dertig ondergaande zonnen
2569	n	0	sg	1	2569	2569	mijn beste vrind
2574	fm	1	sg	3	2574	2578,2574,2575	je
2577	n	0	sg	1	2577	2577	een lol
2579	n	0	sg	6	2579	2579,2582,2584,2616,2588,2589	een hoedendoos
2585	fm	1	sg	1	2585	2585	Ik
2594	n	0	sg	1	2594	2594	een uniformjas
2595	n	0	pl	1	2595	2595	gele biezen om z'n pet
2596	n	0	sg	1	2596	2596	z'n pet
2600	fm	1	sg	1	2600	2600	Ik
2601	fm	1	sg	2	2601	2601,2602	u
2609	n	0	sg	1	2609	2609	de huurauto
2612	n	0	both	1	2612	2612	de Nieuwe Zijds-Voorburgwal
2615	n	0	sg	1	2615	2615	een kuil
2620	n	0	sg	1	2620	2620	z'n laatste zonsondergang
2631	n	0	sg	1	2631	2631	koude
2635	n	0	pl	1	2635	2635	wolken
2638	fm	1	pl	3	2638	2640,2638,2639	wij
2644	n	0	pl	3	2644	2656,2644,2654	zenuwpatienten
2652	n	0	sg	1	2652	2652	pijn
2658	n	0	pl	1	2658	2658	Z'n schilderijen
2660	-	-	pl	1	2660	2660	aardige prijzen
2661	n	0	sg	1	2661	2661	Koekebakkertje
2662	m	1	sg	3	2662	2665,2662,2663	een wijs en bedaard man
2664	n	0	sg	1	2664	2664	z'n schamel loon
2666	n	0	sg	2	2666	2666,2668	Gods troon
